Time,Day-ahead Total Load Forecast [6.1.B],Actual Total Load [6.1.A]
03:00 - 03:15,48601,51059
03:15 - 03:30,48632,51105
03:30 - 03:45,48638,51206
03:45 - 04:00,48711,51207
04:00 - 04:15,49128,51682
04:15 - 04:30,49470,51727
04:30 - 04:45,49878,52204
04:45 - 05:00,50461,52895
05:00 - 05:15,52383,54318
05:15 - 05:30,53018,55234
05:30 - 05:45,54703,56831
05:45 - 06:00,56099,58566
06:00 - 06:15,59943,62270
06:15 - 06:30,61906,64458
06:30 - 06:45,63589,65901
06:45 - 07:00,64850,67241
07:00 - 07:15,67256,69619
07:15 - 07:30,68242,71424
07:30 - 07:45,69338,72742
07:45 - 08:00,70265,73495
08:00 - 08:15,71531,74469
08:15 - 08:30,71822,74880
08:30 - 08:45,72067,74968
08:45 - 09:00,72655,75302
09:00 - 09:15,72340,74883
09:15 - 09:30,72843,74466
09:30 - 09:45,73299,75034
09:45 - 10:00,73934,75640
10:00 - 10:15,74262,76334
10:15 - 10:30,74571,76619
10:30 - 10:45,75324,76885
10:45 - 11:00,75957,77254
11:00 - 11:15,76315,77688
11:15 - 11:30,76905,78218
11:30 - 11:45,77117,78520
11:45 - 12:00,77111,78388
12:00 - 12:15,76184,77656
12:15 - 12:30,75949,77315
12:30 - 12:45,75887,77436
12:45 - 13:00,76177,77404
13:00 - 13:15,75715,76698
13:15 - 13:30,75356,76117
13:30 - 13:45,75117,75655
13:45 - 14:00,74350,75163
14:00 - 14:15,73952,75107
14:15 - 14:30,74199,75111
14:30 - 14:45,73565,74748
14:45 - 15:00,73389,74509
15:00 - 15:15,73372,74189
15:15 - 15:30,72934,73887
15:30 - 15:45,72369,73353
15:45 - 16:00,71773,72837
16:00 - 16:15,71563,72574
16:15 - 16:30,71688,72366
16:30 - 16:45,71518,71975
16:45 - 17:00,71156,71372
17:00 - 17:15,70760,71376
17:15 - 17:30,71365,71322
17:30 - 17:45,71506,71606
17:45 - 18:00,71093,71495
18:00 - 18:15,70144,71219
18:15 - 18:30,69762,71282
18:30 - 18:45,70333,71319
18:45 - 19:00,70073,71420
19:00 - 19:15,70285,70903
19:15 - 19:30,70018,70479
19:30 - 19:45,70108,70228
19:45 - 20:00,69808,70108
20:00 - 20:15,68966,69305
20:15 - 20:30,68732,69047
20:30 - 20:45,68113,68723
20:45 - 21:00,67158,68134
21:00 - 21:15,66280,67685
21:15 - 21:30,65326,66855
21:30 - 21:45,64109,65886
21:45 - 22:00,63132,64648
22:00 - 22:15,62172,63703
22:15 - 22:30,61074,62501
22:30 - 22:45,59360,61137
22:45 - 23:00,58275,60137
23:00 - 23:15,56925,58423
23:15 - 23:30,55917,57349
23:30 - 23:45,54600,56183
23:45 - 00:00,53982,55288
00:00 - 00:15,53066,54785
00:15 - 00:30,52326,53874
00:30 - 00:45,51888,53176
00:45 - 01:00,51343,52203
01:00 - 01:15,50515,51948
01:15 - 01:30,50046,51460
01:30 - 01:45,49947,51007
01:45 - 02:00,49692,50641
02:00 - 02:15,49369,50771
02:15 - 02:30,48934,50760
02:30 - 02:45,49015,50702
02:45 - 03:00,48899,50748
03:00 - 03:15,48856,50811
03:15 - 03:30,49209,50866
03:30 - 03:45,49199,50797
03:45 - 04:00,49286,51006
04:00 - 04:15,50066,51829
04:15 - 04:30,50274,52238
04:30 - 04:45,50478,52805
04:45 - 05:00,51263,53535
05:00 - 05:15,53318,54910
05:15 - 05:30,53882,56096
05:30 - 05:45,55531,57569
05:45 - 06:00,57138,59607
06:00 - 06:15,60947,62521
06:15 - 06:30,63044,64681
06:30 - 06:45,64658,66217
06:45 - 07:00,65897,67579
07:00 - 07:15,68478,69195
07:15 - 07:30,67964,70617
07:30 - 07:45,68995,71505
07:45 - 08:00,69807,72511
08:00 - 08:15,71345,73642
08:15 - 08:30,72175,74162
08:30 - 08:45,72468,74356
08:45 - 09:00,72620,74820
09:00 - 09:15,72525,74475
09:15 - 09:30,73299,74871
09:30 - 09:45,74111,75612
09:45 - 10:00,74541,75911
10:00 - 10:15,74952,76108
10:15 - 10:30,75367,76272
10:30 - 10:45,75614,76725
10:45 - 11:00,76018,77046
11:00 - 11:15,76674,77311
11:15 - 11:30,77230,77505
11:30 - 11:45,77492,77588
11:45 - 12:00,77247,77374
12:00 - 12:15,76703,76228
12:15 - 12:30,76180,75625
12:30 - 12:45,75429,75553
12:45 - 13:00,76310,75665
13:00 - 13:15,76628,75791
13:15 - 13:30,75725,75382
13:30 - 13:45,75360,75138
13:45 - 14:00,74838,74528
14:00 - 14:15,74344,74190
14:15 - 14:30,74257,74126
14:30 - 14:45,73789,73829
14:45 - 15:00,74001,73574
15:00 - 15:15,73694,73249
15:15 - 15:30,73121,72729
15:30 - 15:45,72304,72370
15:45 - 16:00,71457,71949
16:00 - 16:15,71165,71701
16:15 - 16:30,70880,71319
16:30 - 16:45,70185,70903
16:45 - 17:00,69916,70979
17:00 - 17:15,69668,71242
17:15 - 17:30,69638,71237
17:30 - 17:45,69741,71136
17:45 - 18:00,69682,71514
18:00 - 18:15,69323,70961
18:15 - 18:30,68908,70772
18:30 - 18:45,69364,70992
18:45 - 19:00,68945,71347
19:00 - 19:15,68956,71271
19:15 - 19:30,68616,70895
19:30 - 19:45,68668,70679
19:45 - 20:00,68542,70740
20:00 - 20:15,68052,70769
20:15 - 20:30,68046,70582
20:30 - 20:45,67874,70517
20:45 - 21:00,67377,69744
21:00 - 21:15,66392,68964
21:15 - 21:30,65350,67540
21:30 - 21:45,64258,66399
21:45 - 22:00,63192,65101
22:00 - 22:15,62414,63688
22:15 - 22:30,61029,62368
22:30 - 22:45,59700,61122
22:45 - 23:00,58455,59772
23:00 - 23:15,57050,58156
23:15 - 23:30,55786,56506
23:30 - 23:45,54798,55606
23:45 - 00:00,53920,54579
00:00 - 00:15,53902,54166
00:15 - 00:30,53217,53325
00:30 - 00:45,52542,52673
00:45 - 01:00,51973,52196
01:00 - 01:15,51407,51643
01:15 - 01:30,50787,51149
01:30 - 01:45,50448,50822
01:45 - 02:00,50082,50420
02:00 - 02:15,49814,49883
02:15 - 02:30,49553,49810
02:30 - 02:45,49748,49894
02:45 - 03:00,49415,49778
03:00 - 03:15,49360,49714
03:15 - 03:30,49700,49932
03:30 - 03:45,49752,49918
03:45 - 04:00,50038,50134
04:00 - 04:15,50355,50457
04:15 - 04:30,50863,50792
04:30 - 04:45,50962,51392
04:45 - 05:00,51721,52163
05:00 - 05:15,53711,53596
05:15 - 05:30,54415,54713
05:30 - 05:45,55987,56148
05:45 - 06:00,57560,58150
06:00 - 06:15,61786,61918
06:15 - 06:30,63702,64309
06:30 - 06:45,65518,65788
06:45 - 07:00,66611,67076
07:00 - 07:15,69366,69204
07:15 - 07:30,70703,70002
07:30 - 07:45,71960,71241
07:45 - 08:00,72560,71977
08:00 - 08:15,74387,73133
08:15 - 08:30,75169,73911
08:30 - 08:45,75096,74257
08:45 - 09:00,75591,74107
09:00 - 09:15,75232,73666
09:15 - 09:30,75795,74054
09:30 - 09:45,76469,74535
09:45 - 10:00,76705,74905
10:00 - 10:15,77344,75441
10:15 - 10:30,77156,75648
10:30 - 10:45,78050,75826
10:45 - 11:00,78241,76058
11:00 - 11:15,79228,76254
11:15 - 11:30,79344,76946
11:30 - 11:45,79861,77250
11:45 - 12:00,79841,76980
12:00 - 12:15,78823,76185
12:15 - 12:30,78658,75702
12:30 - 12:45,78380,75607
12:45 - 13:00,78671,75309
13:00 - 13:15,78094,75663
13:15 - 13:30,77736,75254
13:30 - 13:45,77192,74371
13:45 - 14:00,76154,73602
14:00 - 14:15,76034,73332
14:15 - 14:30,75892,72899
14:30 - 14:45,75795,72604
14:45 - 15:00,75347,72237
15:00 - 15:15,74943,72012
15:15 - 15:30,74841,71626
15:30 - 15:45,74134,71117
15:45 - 16:00,73145,70706
16:00 - 16:15,73074,70219
16:15 - 16:30,72521,70323
16:30 - 16:45,72383,69886
16:45 - 17:00,72343,69569
17:00 - 17:15,72140,69733
17:15 - 17:30,71675,69764
17:30 - 17:45,71771,69897
17:45 - 18:00,71872,69770
18:00 - 18:15,71437,69666
18:15 - 18:30,71391,69539
18:30 - 18:45,71688,70107
18:45 - 19:00,71604,70451
19:00 - 19:15,71411,70600
19:15 - 19:30,71138,70212
19:30 - 19:45,71040,70105
19:45 - 20:00,70764,70289
20:00 - 20:15,70002,70090
20:15 - 20:30,70042,70118
20:30 - 20:45,69528,69941
20:45 - 21:00,68872,69228
21:00 - 21:15,67720,68016
21:15 - 21:30,66899,66804
21:30 - 21:45,65386,65347
21:45 - 22:00,64179,64065
22:00 - 22:15,63122,62816
22:15 - 22:30,62087,61483
22:30 - 22:45,60843,60058
22:45 - 23:00,59646,58836
23:00 - 23:15,58057,57335
23:15 - 23:30,56940,56331
23:30 - 23:45,56010,55575
23:45 - 00:00,55402,54719
00:00 - 00:15,53356,53390
00:15 - 00:30,52707,52662
00:30 - 00:45,52009,52012
00:45 - 01:00,51545,51361
01:00 - 01:15,50540,50421
01:15 - 01:30,50042,49574
01:30 - 01:45,49762,49429
01:45 - 02:00,49422,49197
02:00 - 02:15,49172,49187
02:15 - 02:30,48882,49005
02:30 - 02:45,48960,49032
02:45 - 03:00,48759,48681
03:00 - 03:15,48991,48826
03:15 - 03:30,48958,48892
03:30 - 03:45,48966,48915
03:45 - 04:00,48950,49095
04:00 - 04:15,49675,49528
04:15 - 04:30,50051,49932
04:30 - 04:45,50302,50460
04:45 - 05:00,50998,50902
05:00 - 05:15,52968,52434
05:15 - 05:30,53699,53796
05:30 - 05:45,55158,54976
05:45 - 06:00,56761,56739
06:00 - 06:15,60605,60675
06:15 - 06:30,62816,63079
06:30 - 06:45,64621,64375
06:45 - 07:00,66023,65770
07:00 - 07:15,68354,68449
07:15 - 07:30,70273,69527
07:30 - 07:45,71252,70699
07:45 - 08:00,71894,71831
08:00 - 08:15,73838,73089
08:15 - 08:30,74091,73545
08:30 - 08:45,74212,73849
08:45 - 09:00,74715,74035
09:00 - 09:15,74490,73751
09:15 - 09:30,74302,74232
09:30 - 09:45,74222,74683
09:45 - 10:00,74432,74890
10:00 - 10:15,75314,75197
10:15 - 10:30,75666,75634
10:30 - 10:45,76558,75995
10:45 - 11:00,76864,76530
11:00 - 11:15,77376,76656
11:15 - 11:30,77762,76986
11:30 - 11:45,77778,77388
11:45 - 12:00,77798,77567
12:00 - 12:15,77073,76883
12:15 - 12:30,76831,76473
12:30 - 12:45,76006,76062
12:45 - 13:00,75860,75769
13:00 - 13:15,75354,75442
13:15 - 13:30,74893,74966
13:30 - 13:45,74223,74385
13:45 - 14:00,73688,73620
14:00 - 14:15,72993,73466
14:15 - 14:30,72749,72964
14:30 - 14:45,72208,72766
14:45 - 15:00,72008,72366
15:00 - 15:15,71584,71751
15:15 - 15:30,70736,71120
15:30 - 15:45,70749,70649
15:45 - 16:00,69786,70132
16:00 - 16:15,69955,70254
16:15 - 16:30,69415,69888
16:30 - 16:45,69375,69473
16:45 - 17:00,69441,69462
17:00 - 17:15,69270,69249
17:15 - 17:30,69164,69049
17:30 - 17:45,69473,69090
17:45 - 18:00,69277,69011
18:00 - 18:15,68535,68760
18:15 - 18:30,68473,68579
18:30 - 18:45,68562,68370
18:45 - 19:00,68276,68213
19:00 - 19:15,68177,67771
19:15 - 19:30,67856,67498
19:30 - 19:45,67422,67530
19:45 - 20:00,67514,67773
20:00 - 20:15,66794,67726
20:15 - 20:30,66565,67826
20:30 - 20:45,66260,67738
20:45 - 21:00,65464,66654
21:00 - 21:15,64300,65054
21:15 - 21:30,63363,63845
21:30 - 21:45,62535,63257
21:45 - 22:00,61106,61798
22:00 - 22:15,60054,61008
22:15 - 22:30,59135,59920
22:30 - 22:45,58082,58898
22:45 - 23:00,56961,57715
23:00 - 23:15,55269,56672
23:15 - 23:30,54324,55612
23:30 - 23:45,53101,54557
23:45 - 00:00,52329,53464
00:00 - 00:15,52197,52612
00:15 - 00:30,51683,51986
00:30 - 00:45,51011,51457
00:45 - 01:00,50416,50622
01:00 - 01:15,49588,50298
01:15 - 01:30,49180,49637
01:30 - 01:45,48873,49142
01:45 - 02:00,48366,48487
02:00 - 02:15,47927,48311
02:15 - 02:30,47688,48300
02:30 - 02:45,47979,48049
02:45 - 03:00,47621,47665
03:00 - 03:15,47315,47214
03:15 - 03:30,47275,47343
03:30 - 03:45,47021,47428
03:45 - 04:00,46979,47256
04:00 - 04:15,47379,47249
04:15 - 04:30,47491,47260
04:30 - 04:45,47363,47426
04:45 - 05:00,47574,47451
05:00 - 05:15,48699,47956
05:15 - 05:30,48838,48157
05:30 - 05:45,49537,48319
05:45 - 06:00,49978,48636
06:00 - 06:15,51751,49828
06:15 - 06:30,52541,50424
06:30 - 06:45,53096,50738
06:45 - 07:00,53974,51215
07:00 - 07:15,55401,52604
07:15 - 07:30,56419,53442
07:30 - 07:45,57554,54276
07:45 - 08:00,58375,55109
08:00 - 08:15,59877,56826
08:15 - 08:30,60378,57664
08:30 - 08:45,61131,58501
08:45 - 09:00,62016,59531
09:00 - 09:15,62505,60563
09:15 - 09:30,63464,61475
09:30 - 09:45,64190,62251
09:45 - 10:00,64981,62761
10:00 - 10:15,65923,63037
10:15 - 10:30,66480,63715
10:30 - 10:45,66919,64150
10:45 - 11:00,67480,64502
11:00 - 11:15,68143,64970
11:15 - 11:30,68567,65456
11:30 - 11:45,68933,65931
11:45 - 12:00,68597,66020
12:00 - 12:15,67900,64946
12:15 - 12:30,67528,64662
12:30 - 12:45,66749,64194
12:45 - 13:00,66280,63409
13:00 - 13:15,65867,63192
13:15 - 13:30,65424,62631
13:30 - 13:45,64892,62439
13:45 - 14:00,64130,61785
14:00 - 14:15,64018,61414
14:15 - 14:30,63552,61056
14:30 - 14:45,63225,60495
14:45 - 15:00,62964,59887
15:00 - 15:15,62425,59573
15:15 - 15:30,61751,59284
15:30 - 15:45,61555,59183
15:45 - 16:00,61027,58803
16:00 - 16:15,61094,58622
16:15 - 16:30,60856,58495
16:30 - 16:45,60651,58420
16:45 - 17:00,60843,58283
17:00 - 17:15,60998,58823
17:15 - 17:30,61251,58930
17:30 - 17:45,61026,59030
17:45 - 18:00,60846,59085
18:00 - 18:15,60667,59164
18:15 - 18:30,60628,58927
18:30 - 18:45,60724,59054
18:45 - 19:00,60513,58818
19:00 - 19:15,60306,58740
19:15 - 19:30,60324,58632
19:30 - 19:45,60010,58825
19:45 - 20:00,59916,58521
20:00 - 20:15,59238,58468
20:15 - 20:30,59072,58579
20:30 - 20:45,58777,58163
20:45 - 21:00,58389,57652
21:00 - 21:15,57664,56566
21:15 - 21:30,56899,55714
21:30 - 21:45,56101,55127
21:45 - 22:00,55321,54316
22:00 - 22:15,54866,54177
22:15 - 22:30,54219,53306
22:30 - 22:45,53066,52604
22:45 - 23:00,52509,51903
23:00 - 23:15,51283,50803
23:15 - 23:30,50407,49605
23:30 - 23:45,49503,48765
23:45 - 00:00,48890,48262
00:00 - 00:15,46463,47270
00:15 - 00:30,45847,46671
00:30 - 00:45,45289,46077
00:45 - 01:00,44685,45312
01:00 - 01:15,43970,45056
01:15 - 01:30,43628,44106
01:30 - 01:45,42973,43625
01:45 - 02:00,42686,43222
02:00 - 02:15,42528,43133
02:15 - 02:30,42045,42952
02:30 - 02:45,41726,42764
02:45 - 03:00,41683,42637
03:00 - 03:15,41615,42481
03:15 - 03:30,41533,42383
03:30 - 03:45,41525,42503
03:45 - 04:00,41436,42520
04:00 - 04:15,41611,42561
04:15 - 04:30,41546,42504
04:30 - 04:45,41618,42736
04:45 - 05:00,41896,42737
05:00 - 05:15,42466,43234
05:15 - 05:30,42053,43279
05:30 - 05:45,42317,43393
05:45 - 06:00,42608,43599
06:00 - 06:15,43463,44116
06:15 - 06:30,43536,44291
06:30 - 06:45,43726,44309
06:45 - 07:00,43780,44270
07:00 - 07:15,44946,44738
07:15 - 07:30,45773,45709
07:30 - 07:45,46472,46654
07:45 - 08:00,47103,47510
08:00 - 08:15,48412,48633
08:15 - 08:30,49337,49901
08:30 - 08:45,50395,50842
08:45 - 09:00,51363,51372
09:00 - 09:15,52078,52646
09:15 - 09:30,53251,53318
09:30 - 09:45,53775,54166
09:45 - 10:00,54296,54966
10:00 - 10:15,55285,55606
10:15 - 10:30,56032,56279
10:30 - 10:45,56726,56602
10:45 - 11:00,57183,57588
11:00 - 11:15,58538,58763
11:15 - 11:30,59470,59812
11:30 - 11:45,59858,60713
11:45 - 12:00,60035,60655
12:00 - 12:15,59585,60016
12:15 - 12:30,59437,59656
12:30 - 12:45,59052,59259
12:45 - 13:00,58449,58495
13:00 - 13:15,57912,57831
13:15 - 13:30,57383,57251
13:30 - 13:45,57011,56541
13:45 - 14:00,56500,56041
14:00 - 14:15,55976,55686
14:15 - 14:30,55965,55131
14:30 - 14:45,55581,54747
14:45 - 15:00,54989,54420
15:00 - 15:15,54658,53906
15:15 - 15:30,54998,53683
15:30 - 15:45,54187,53303
15:45 - 16:00,54102,53604
16:00 - 16:15,54398,53307
16:15 - 16:30,54013,53531
16:30 - 16:45,54388,53735
16:45 - 17:00,54238,53626
17:00 - 17:15,54829,54258
17:15 - 17:30,54591,54597
17:30 - 17:45,55138,54698
17:45 - 18:00,55368,55073
18:00 - 18:15,55664,55369
18:15 - 18:30,55797,55529
18:30 - 18:45,56044,55659
18:45 - 19:00,56323,55672
19:00 - 19:15,56675,55844
19:15 - 19:30,56616,55998
19:30 - 19:45,56467,56115
19:45 - 20:00,56822,56644
20:00 - 20:15,57188,57333
20:15 - 20:30,57364,58030
20:30 - 20:45,57297,57410
20:45 - 21:00,56997,56537
21:00 - 21:15,56640,56291
21:15 - 21:30,56022,55603
21:30 - 21:45,55526,55292
21:45 - 22:00,54867,54814
22:00 - 22:15,54774,54981
22:15 - 22:30,54307,54476
22:30 - 22:45,53268,53570
22:45 - 23:00,52417,52605
23:00 - 23:15,51166,51704
23:15 - 23:30,50641,50867
23:30 - 23:45,49627,49811
23:45 - 00:00,49031,48973
00:00 - 00:15,48180,48382
00:15 - 00:30,47423,47567
00:30 - 00:45,46965,47083
00:45 - 01:00,46290,46400
01:00 - 01:15,45686,45909
01:15 - 01:30,45630,45761
01:30 - 01:45,45304,45431
01:45 - 02:00,45010,45084
02:00 - 02:15,44730,44832
02:15 - 02:30,44463,44614
02:30 - 02:45,44404,44636
02:45 - 03:00,44436,44682
03:00 - 03:15,44799,44762
03:15 - 03:30,44984,44817
03:30 - 03:45,44815,45083
03:45 - 04:00,44906,45281
04:00 - 04:15,45659,45828
04:15 - 04:30,46062,46262
04:30 - 04:45,46475,47109
04:45 - 05:00,47488,48031
05:00 - 05:15,49600,49711
05:15 - 05:30,50571,51072
05:30 - 05:45,52694,52950
05:45 - 06:00,54099,54894
06:00 - 06:15,58244,59095
06:15 - 06:30,60375,61745
06:30 - 06:45,62442,63853
06:45 - 07:00,64207,65174
07:00 - 07:15,66530,67247
07:15 - 07:30,67635,68742
07:30 - 07:45,68736,70142
07:45 - 08:00,69456,71050
08:00 - 08:15,71042,72281
08:15 - 08:30,71820,72837
08:30 - 08:45,72191,73377
08:45 - 09:00,72620,73463
09:00 - 09:15,72556,73283
09:15 - 09:30,73436,73688
09:30 - 09:45,73732,74416
09:45 - 10:00,73938,74709
10:00 - 10:15,74430,74593
10:15 - 10:30,74584,75272
10:30 - 10:45,74875,75590
10:45 - 11:00,74950,75818
11:00 - 11:15,75538,76594
11:15 - 11:30,76133,77187
11:30 - 11:45,76650,77232
11:45 - 12:00,76488,77274
12:00 - 12:15,75726,76437
12:15 - 12:30,75773,76339
12:30 - 12:45,75324,76105
12:45 - 13:00,75645,76100
13:00 - 13:15,75439,76291
13:15 - 13:30,75096,75933
13:30 - 13:45,74495,75334
13:45 - 14:00,74320,74474
14:00 - 14:15,73736,74315
14:15 - 14:30,74212,74454
14:30 - 14:45,73723,74278
14:45 - 15:00,73913,73752
15:00 - 15:15,73515,73761
15:15 - 15:30,72995,73260
15:30 - 15:45,72328,72818
15:45 - 16:00,71437,72258
16:00 - 16:15,71337,71993
16:15 - 16:30,70970,71833
16:30 - 16:45,70187,71206
16:45 - 17:00,69922,71062
17:00 - 17:15,69707,70953
17:15 - 17:30,70135,71176
17:30 - 17:45,70031,71234
17:45 - 18:00,70072,71269
18:00 - 18:15,69742,71013
18:15 - 18:30,69545,71080
18:30 - 18:45,69833,71264
18:45 - 19:00,69760,71394
19:00 - 19:15,69993,71182
19:15 - 19:30,69973,70931
19:30 - 19:45,70229,70958
19:45 - 20:00,70284,71461
20:00 - 20:15,69778,71531
20:15 - 20:30,69377,71406
20:30 - 20:45,68495,70522
20:45 - 21:00,67718,69205
21:00 - 21:15,66771,67968
21:15 - 21:30,65691,66581
21:30 - 21:45,64553,65797
21:45 - 22:00,63357,64323
22:00 - 22:15,62374,63361
22:15 - 22:30,61292,62453
22:30 - 22:45,59749,61039
22:45 - 23:00,58590,59635
23:00 - 23:15,57073,57904
23:15 - 23:30,55765,56347
23:30 - 23:45,54750,55247
23:45 - 00:00,53836,54325
00:00 - 00:15,53112,53837
00:15 - 00:30,52218,52833
00:30 - 00:45,51496,52300
00:45 - 01:00,51113,51807
01:00 - 01:15,50232,51201
01:15 - 01:30,49670,50836
01:30 - 01:45,49330,50308
01:45 - 02:00,48958,49979
02:00 - 02:15,48550,49650
02:15 - 02:30,48436,49563
02:30 - 02:45,48451,49403
02:45 - 03:00,48506,49428
03:00 - 03:15,48699,49742
03:15 - 03:30,48646,49795
03:30 - 03:45,48523,49753
03:45 - 04:00,48866,50080
04:00 - 04:15,49174,50645
04:15 - 04:30,49587,50916
04:30 - 04:45,49892,51532
04:45 - 05:00,50666,52331
05:00 - 05:15,52520,53806
05:15 - 05:30,53198,54765
05:30 - 05:45,54681,56199
05:45 - 06:00,56070,58346
06:00 - 06:15,60127,62150
06:15 - 06:30,62466,64702
06:30 - 06:45,64233,66352
06:45 - 07:00,65809,67447
07:00 - 07:15,67999,69408
07:15 - 07:30,68556,70740
07:30 - 07:45,69694,71757
07:45 - 08:00,70636,72557
08:00 - 08:15,71862,73965
08:15 - 08:30,72265,74188
08:30 - 08:45,72506,74456
08:45 - 09:00,73050,74650
09:00 - 09:15,72913,74290
09:15 - 09:30,73548,74316
09:30 - 09:45,73887,74798
09:45 - 10:00,74256,75435
10:00 - 10:15,74585,75845
10:15 - 10:30,74813,75782
10:30 - 10:45,75086,76240
10:45 - 11:00,75957,76856
11:00 - 11:15,76492,77512
11:15 - 11:30,76800,78063
11:30 - 11:45,77272,78437
11:45 - 12:00,77378,78384
12:00 - 12:15,76597,77511
12:15 - 12:30,76723,77055
12:30 - 12:45,76304,77136
12:45 - 13:00,76458,77604
13:00 - 13:15,76187,77797
13:15 - 13:30,75499,77336
13:30 - 13:45,74794,76934
13:45 - 14:00,74719,76260
14:00 - 14:15,74263,75774
14:15 - 14:30,73855,75667
14:30 - 14:45,73609,75371
14:45 - 15:00,73614,74961
15:00 - 15:15,73403,74473
15:15 - 15:30,72867,74041
15:30 - 15:45,71961,73470
15:45 - 16:00,71348,72750
16:00 - 16:15,70934,72152
16:15 - 16:30,70790,71780
16:30 - 16:45,70439,71287
16:45 - 17:00,70290,71186
17:00 - 17:15,70013,71156
17:15 - 17:30,70282,71225
17:30 - 17:45,70330,71389
17:45 - 18:00,70135,71294
18:00 - 18:15,69650,70890
18:15 - 18:30,69525,70870
18:30 - 18:45,69932,70933
18:45 - 19:00,69807,71341
19:00 - 19:15,69945,71186
19:15 - 19:30,69871,71063
19:30 - 19:45,70226,71416
19:45 - 20:00,70282,71874
20:00 - 20:15,69907,72269
20:15 - 20:30,69598,72232
20:30 - 20:45,68693,71453
20:45 - 21:00,67659,70422
21:00 - 21:15,66626,69149
21:15 - 21:30,65649,67880
21:30 - 21:45,64272,66406
21:45 - 22:00,63269,64785
22:00 - 22:15,62314,63819
22:15 - 22:30,61146,62556
22:30 - 22:45,59817,61206
22:45 - 23:00,58602,59797
23:00 - 23:15,57183,58387
23:15 - 23:30,56008,57074
23:30 - 23:45,54896,56010
23:45 - 00:00,53913,55036
00:00 - 00:15,52472,53944
00:15 - 00:30,51558,53151
00:30 - 00:45,50977,52697
00:45 - 01:00,50424,51960
01:00 - 01:15,49858,51306
01:15 - 01:30,49193,50688
01:30 - 01:45,48724,50331
01:45 - 02:00,48470,49943
02:00 - 02:15,48055,49539
02:15 - 02:30,47868,49434
02:30 - 02:45,47638,49242
02:45 - 03:00,47619,49222
03:00 - 03:15,48089,49340
03:15 - 03:30,47998,49354
03:30 - 03:45,47929,49481
03:45 - 04:00,48101,49684
04:00 - 04:15,48651,50224
04:15 - 04:30,49128,50699
04:30 - 04:45,49303,51509
04:45 - 05:00,50111,52024
05:00 - 05:15,51998,53933
05:15 - 05:30,52516,54808
05:30 - 05:45,54135,56468
05:45 - 06:00,55457,58165
06:00 - 06:15,59469,62124
06:15 - 06:30,61819,64585
06:30 - 06:45,63799,66143
06:45 - 07:00,64732,66963
07:00 - 07:15,67103,69328
07:15 - 07:30,68044,70455
07:30 - 07:45,69092,71274
07:45 - 08:00,69634,72317
08:00 - 08:15,70825,73377
08:15 - 08:30,71219,73693
08:30 - 08:45,71602,74195
08:45 - 09:00,71741,74230
09:00 - 09:15,71568,72512
09:15 - 09:30,72189,72887
09:30 - 09:45,72685,73378
09:45 - 10:00,72791,74083
10:00 - 10:15,73247,73965
10:15 - 10:30,73467,74309
10:30 - 10:45,74057,74956
10:45 - 11:00,74292,75549
11:00 - 11:15,74948,75880
11:15 - 11:30,75526,77072
11:30 - 11:45,75638,77403
11:45 - 12:00,75776,77633
12:00 - 12:15,74781,76541
12:15 - 12:30,74670,76243
12:30 - 12:45,74123,75751
12:45 - 13:00,74077,75705
13:00 - 13:15,74467,74676
13:15 - 13:30,73613,74273
13:30 - 13:45,73350,73859
13:45 - 14:00,73213,73129
14:00 - 14:15,72211,72640
14:15 - 14:30,71954,72461
14:30 - 14:45,71635,72338
14:45 - 15:00,71996,72022
15:00 - 15:15,71352,71302
15:15 - 15:30,70984,71089
15:30 - 15:45,70406,70175
15:45 - 16:00,69710,71663
16:00 - 16:15,69466,71362
16:15 - 16:30,69034,70824
16:30 - 16:45,69052,70511
16:45 - 17:00,68667,70451
17:00 - 17:15,68633,70401
17:15 - 17:30,68414,70365
17:30 - 17:45,68551,70332
17:45 - 18:00,69017,70330
18:00 - 18:15,68920,70138
18:15 - 18:30,68401,70078
18:30 - 18:45,68929,70173
18:45 - 19:00,68772,70235
19:00 - 19:15,69059,70171
19:15 - 19:30,68845,69785
19:30 - 19:45,68933,70086
19:45 - 20:00,69495,70491
20:00 - 20:15,69064,70750
20:15 - 20:30,68891,70765
20:30 - 20:45,67824,69965
20:45 - 21:00,66908,69054
21:00 - 21:15,65609,67752
21:15 - 21:30,64673,66712
21:30 - 21:45,63431,65354
21:45 - 22:00,62245,64110
22:00 - 22:15,61131,62894
22:15 - 22:30,60214,62060
22:30 - 22:45,58912,60721
22:45 - 23:00,57550,59415
23:00 - 23:15,56039,57912
23:15 - 23:30,54983,56798
23:30 - 23:45,53994,55760
23:45 - 00:00,53214,55155
00:00 - 00:15,52526,53915
00:15 - 00:30,51676,53161
00:30 - 00:45,51017,52366
00:45 - 01:00,50446,51855
01:00 - 01:15,49720,51281
01:15 - 01:30,49227,50878
01:30 - 01:45,48999,50551
