Time,Day-ahead Total Load Forecast [6.1.B],Actual Total Load [6.1.A]
15:45 - 16:00,68925,73855
16:00 - 16:15,68444,73021
16:15 - 16:30,67968,72491
16:30 - 16:45,67594,72183
16:45 - 17:00,67318,71707
17:00 - 17:15,66848,71720
17:15 - 17:30,66907,71759
17:30 - 17:45,66971,71600
17:45 - 18:00,66882,71632
18:00 - 18:15,66211,70889
18:15 - 18:30,65937,70635
18:30 - 18:45,66107,70367
18:45 - 19:00,65987,70100
19:00 - 19:15,65577,70032
19:15 - 19:30,65034,69301
19:30 - 19:45,64604,68831
19:45 - 20:00,64271,68139
20:00 - 20:15,63379,67106
20:15 - 20:30,62577,66082
20:30 - 20:45,61853,65435
20:45 - 21:00,61312,64504
21:00 - 21:15,60974,64230
21:15 - 21:30,60669,63765
21:30 - 21:45,60371,63243
21:45 - 22:00,59790,62811
22:00 - 22:15,59400,62229
22:15 - 22:30,58592,61989
22:30 - 22:45,57383,60814
22:45 - 23:00,56153,59343
23:00 - 23:15,54692,57681
23:15 - 23:30,53420,56658
23:30 - 23:45,52358,55473
23:45 - 00:00,51371,54188
00:00 - 00:15,52562,52746
00:15 - 00:30,51832,51942
00:30 - 00:45,50498,51080
00:45 - 01:00,49987,50326
01:00 - 01:15,49232,49894
01:15 - 01:30,48619,49028
01:30 - 01:45,48040,48645
01:45 - 02:00,47431,48230
02:00 - 02:15,47170,47791
02:15 - 02:30,46897,47489
02:30 - 02:45,47388,47430
02:45 - 03:00,46569,47208
03:00 - 03:15,46703,47155
03:15 - 03:30,46468,46846
03:30 - 03:45,46644,46922
03:45 - 04:00,46594,46907
04:00 - 04:15,46459,47302
04:15 - 04:30,47064,47376
04:30 - 04:45,47137,47339
04:45 - 05:00,47189,47118
05:00 - 05:15,47333,47318
05:15 - 05:30,46887,47222
05:30 - 05:45,47053,47089
05:45 - 06:00,47244,47303
06:00 - 06:15,48343,48232
06:15 - 06:30,48608,49266
06:30 - 06:45,49487,49927
06:45 - 07:00,49859,50831
07:00 - 07:15,51383,52523
07:15 - 07:30,52484,53497
07:30 - 07:45,53296,54433
07:45 - 08:00,54002,55399
08:00 - 08:15,55406,56721
08:15 - 08:30,55750,57784
08:30 - 08:45,56329,58609
08:45 - 09:00,57138,59026
09:00 - 09:15,57904,59481
09:15 - 09:30,58183,60158
09:30 - 09:45,59073,60459
09:45 - 10:00,59532,60963
10:00 - 10:15,60290,61747
10:15 - 10:30,60315,61081
10:30 - 10:45,61128,62446
10:45 - 11:00,61699,62921
11:00 - 11:15,62492,63372
11:15 - 11:30,63077,63813
11:30 - 11:45,63518,64077
11:45 - 12:00,63612,63696
12:00 - 12:15,62455,63468
12:15 - 12:30,62431,62963
12:30 - 12:45,61885,62562
12:45 - 13:00,61275,62082
13:00 - 13:15,60798,61561
13:15 - 13:30,60321,61207
13:30 - 13:45,60059,60453
13:45 - 14:00,58927,59816
14:00 - 14:15,58980,59526
14:15 - 14:30,59071,59409
14:30 - 14:45,59315,59077
14:45 - 15:00,58347,58773
15:00 - 15:15,58389,58777
15:15 - 15:30,58245,58152
15:30 - 15:45,57876,57804
15:45 - 16:00,57279,57429
16:00 - 16:15,57826,57316
16:15 - 16:30,57352,57149
16:30 - 16:45,57537,57249
16:45 - 17:00,57667,57267
17:00 - 17:15,57911,57968
17:15 - 17:30,57625,57841
17:30 - 17:45,58265,58102
17:45 - 18:00,58376,58224
18:00 - 18:15,58866,58459
18:15 - 18:30,58615,58741
18:30 - 18:45,59517,58786
18:45 - 19:00,59290,58872
19:00 - 19:15,59157,58976
19:15 - 19:30,59311,58793
19:30 - 19:45,58576,58867
19:45 - 20:00,58662,58589
20:00 - 20:15,58651,58110
20:15 - 20:30,57594,57793
20:30 - 20:45,57223,57146
20:45 - 21:00,56932,56491
21:00 - 21:15,56763,56233
21:15 - 21:30,56952,56380
21:30 - 21:45,56984,56376
21:45 - 22:00,56947,56905
22:00 - 22:15,57203,57279
22:15 - 22:30,57027,56918
22:30 - 22:45,56189,56007
22:45 - 23:00,55163,55007
23:00 - 23:15,53755,53614
23:15 - 23:30,52939,52814
23:30 - 23:45,52188,51764
23:45 - 00:00,51166,50712
00:00 - 00:15,47270,49913
00:15 - 00:30,46672,49352
00:30 - 00:45,46036,48901
00:45 - 01:00,45420,48272
01:00 - 01:15,44813,47610
01:15 - 01:30,44257,47152
01:30 - 01:45,43831,46701
01:45 - 02:00,43381,46463
02:00 - 02:15,43086,46115
02:15 - 02:30,42726,46097
02:30 - 02:45,42672,46044
02:45 - 03:00,42605,45909
03:00 - 03:15,42566,45691
03:15 - 03:30,42609,45633
03:30 - 03:45,42832,45641
03:45 - 04:00,42661,45686
04:00 - 04:15,43159,46217
04:15 - 04:30,43292,46422
04:30 - 04:45,43809,46885
04:45 - 05:00,44200,47350
05:00 - 05:15,45252,48343
05:15 - 05:30,45658,49091
05:30 - 05:45,46539,50252
05:45 - 06:00,47708,51829
06:00 - 06:15,50249,54471
06:15 - 06:30,52246,56476
06:30 - 06:45,53762,58210
06:45 - 07:00,55043,59767
07:00 - 07:15,56824,62298
07:15 - 07:30,59787,63663
07:30 - 07:45,60802,65124
07:45 - 08:00,62234,66252
08:00 - 08:15,63979,67418
08:15 - 08:30,64671,68063
08:30 - 08:45,65191,68806
08:45 - 09:00,65698,69499
09:00 - 09:15,65734,69684
09:15 - 09:30,65914,70214
09:30 - 09:45,66644,70834
09:45 - 10:00,67118,71198
10:00 - 10:15,67692,71114
10:15 - 10:30,67991,71316
10:30 - 10:45,68434,71665
10:45 - 11:00,68657,71991
11:00 - 11:15,69149,72186
11:15 - 11:30,69232,72631
11:30 - 11:45,69522,73039
11:45 - 12:00,69126,72952
12:00 - 12:15,68599,72790
12:15 - 12:30,68252,72182
12:30 - 12:45,68198,72010
12:45 - 13:00,68273,71787
13:00 - 13:15,68255,71589
13:15 - 13:30,67766,71110
13:30 - 13:45,67160,70642
13:45 - 14:00,66285,69779
14:00 - 14:15,65409,69348
14:15 - 14:30,65064,69388
14:30 - 14:45,65418,69142
14:45 - 15:00,65354,68730
15:00 - 15:15,64305,68663
15:15 - 15:30,64420,68313
15:30 - 15:45,64142,67910
15:45 - 16:00,63641,67261
16:00 - 16:15,63994,66699
16:15 - 16:30,63371,66389
16:30 - 16:45,63669,66251
16:45 - 17:00,63341,65940
17:00 - 17:15,62927,66401
17:15 - 17:30,63062,66444
17:30 - 17:45,63222,66458
17:45 - 18:00,62989,66336
18:00 - 18:15,62506,65864
18:15 - 18:30,62112,65745
18:30 - 18:45,62279,65771
18:45 - 19:00,62066,66009
19:00 - 19:15,61399,65710
19:15 - 19:30,60871,65262
19:30 - 19:45,60226,64736
19:45 - 20:00,59684,64303
20:00 - 20:15,58746,63378
20:15 - 20:30,57993,62266
20:30 - 20:45,57122,61699
20:45 - 21:00,56468,60987
21:00 - 21:15,56187,60096
21:15 - 21:30,55881,59985
21:30 - 21:45,55474,60066
21:45 - 22:00,55137,60037
22:00 - 22:15,55252,59922
22:15 - 22:30,54741,59909
22:30 - 22:45,53772,59175
22:45 - 23:00,52639,57985
23:00 - 23:15,51225,56328
23:15 - 23:30,50046,55139
23:30 - 23:45,49209,54140
23:45 - 00:00,48396,53138
00:00 - 00:15,47069,52414
00:15 - 00:30,46643,51334
00:30 - 00:45,46017,50635
00:45 - 01:00,45351,49719
01:00 - 01:15,44657,48874
01:15 - 01:30,44196,48510
01:30 - 01:45,43721,47892
01:45 - 02:00,43275,47644
02:00 - 02:15,42931,47065
02:15 - 02:30,42735,46537
02:30 - 02:45,42575,46372
02:45 - 03:00,42405,46447
03:00 - 03:15,42298,45750
03:15 - 03:30,42195,45502
03:30 - 03:45,42104,45368
03:45 - 04:00,42062,45591
04:00 - 04:15,42153,45465
04:15 - 04:30,42242,45291
04:30 - 04:45,42461,45436
04:45 - 05:00,42449,45596
05:00 - 05:15,42603,46033
05:15 - 05:30,42424,45834
05:30 - 05:45,42759,45935
05:45 - 06:00,43060,46345
06:00 - 06:15,44075,47543
06:15 - 06:30,44836,48214
06:30 - 06:45,45261,49110
06:45 - 07:00,46408,49896
07:00 - 07:15,47428,51418
07:15 - 07:30,48285,52392
07:30 - 07:45,49895,53334
07:45 - 08:00,50956,54306
08:00 - 08:15,52381,55949
08:15 - 08:30,53350,57247
08:30 - 08:45,54409,57988
08:45 - 09:00,54993,58635
09:00 - 09:15,55887,59983
09:15 - 09:30,56756,60722
09:30 - 09:45,57407,61535
09:45 - 10:00,57787,62040
10:00 - 10:15,58374,62918
10:15 - 10:30,58657,63556
10:30 - 10:45,59035,63644
10:45 - 11:00,59613,63840
11:00 - 11:15,60268,64386
11:15 - 11:30,60944,64744
11:30 - 11:45,60985,65086
11:45 - 12:00,60843,64818
12:00 - 12:15,60603,63961
12:15 - 12:30,60268,63518
12:30 - 12:45,60000,63294
12:45 - 13:00,59688,62999
13:00 - 13:15,59270,62484
13:15 - 13:30,58726,61690
13:30 - 13:45,58451,61082
13:45 - 14:00,57923,60695
14:00 - 14:15,57453,60013
14:15 - 14:30,57103,59803
14:30 - 14:45,56640,59572
14:45 - 15:00,56281,59134
15:00 - 15:15,56422,58796
15:15 - 15:30,56319,58348
15:30 - 15:45,55808,58122
15:45 - 16:00,55451,57998
16:00 - 16:15,55634,57969
16:15 - 16:30,55379,57646
16:30 - 16:45,55037,57542
16:45 - 17:00,54923,57669
17:00 - 17:15,55023,58072
17:15 - 17:30,55027,58370
17:30 - 17:45,55196,58464
17:45 - 18:00,55186,58525
18:00 - 18:15,55333,58303
18:15 - 18:30,55008,58127
18:30 - 18:45,55120,58051
18:45 - 19:00,55265,57862
19:00 - 19:15,54960,57661
19:15 - 19:30,54530,57470
19:30 - 19:45,54085,56991
19:45 - 20:00,53739,56684
20:00 - 20:15,53296,56011
20:15 - 20:30,52377,55155
20:30 - 20:45,52031,54843
20:45 - 21:00,51577,54131
21:00 - 21:15,51432,53463
21:15 - 21:30,51384,53021
21:30 - 21:45,51335,53138
21:45 - 22:00,51139,53577
22:00 - 22:15,51554,53802
22:15 - 22:30,51044,53389
22:30 - 22:45,50220,52679
22:45 - 23:00,49338,52033
23:00 - 23:15,47961,50701
23:15 - 23:30,47070,49935
23:30 - 23:45,46117,48969
23:45 - 00:00,45341,48270
00:00 - 00:15,44020,47017
00:15 - 00:30,43532,46238
00:30 - 00:45,42867,45300
00:45 - 01:00,42200,44496
01:00 - 01:15,41501,43767
01:15 - 01:30,41001,43310
01:30 - 01:45,40507,42967
01:45 - 02:00,40123,42715
02:00 - 02:15,39951,42509
02:15 - 02:30,39632,42153
02:30 - 02:45,39438,41940
02:45 - 03:00,39230,41828
03:00 - 03:15,39024,41656
03:15 - 03:30,38919,41455
03:30 - 03:45,38988,41319
03:45 - 04:00,38796,41063
04:00 - 04:15,38975,41257
04:15 - 04:30,38813,41009
04:30 - 04:45,39064,40809
04:45 - 05:00,38940,40534
05:00 - 05:15,38936,40515
05:15 - 05:30,38552,40361
05:30 - 05:45,38548,40033
05:45 - 06:00,38503,40193
06:00 - 06:15,38925,40857
06:15 - 06:30,39265,40998
06:30 - 06:45,39797,41234
06:45 - 07:00,40367,41720
07:00 - 07:15,41236,42560
07:15 - 07:30,41847,43453
07:30 - 07:45,43757,44352
07:45 - 08:00,44503,45171
08:00 - 08:15,45589,46304
08:15 - 08:30,46542,47345
08:30 - 08:45,47574,48199
08:45 - 09:00,48420,49054
09:00 - 09:15,49498,50324
09:15 - 09:30,50364,51061
09:30 - 09:45,50902,51773
09:45 - 10:00,51747,52346
10:00 - 10:15,52472,53107
10:15 - 10:30,53049,53723
10:30 - 10:45,53832,54214
10:45 - 11:00,54431,54647
11:00 - 11:15,55264,55480
11:15 - 11:30,56227,56277
11:30 - 11:45,56380,56701
11:45 - 12:00,56699,56759
12:00 - 12:15,56318,56682
12:15 - 12:30,55892,56178
12:30 - 12:45,55359,55661
12:45 - 13:00,54828,55159
13:00 - 13:15,54337,54690
13:15 - 13:30,53868,54142
13:30 - 13:45,53297,53614
13:45 - 14:00,52969,52653
14:00 - 14:15,52724,52380
14:15 - 14:30,52267,52332
14:30 - 14:45,51787,52132
14:45 - 15:00,51574,51540
15:00 - 15:15,51630,51453
15:15 - 15:30,51321,51110
15:30 - 15:45,51168,50938
15:45 - 16:00,50983,50868
16:00 - 16:15,50882,50774
16:15 - 16:30,50792,50722
16:30 - 16:45,50624,50868
16:45 - 17:00,50903,50882
17:00 - 17:15,51419,51605
17:15 - 17:30,51527,52174
17:30 - 17:45,52140,52616
17:45 - 18:00,52622,53089
18:00 - 18:15,53228,54088
18:15 - 18:30,53085,54478
18:30 - 18:45,53454,54464
18:45 - 19:00,53770,54600
19:00 - 19:15,53641,55137
19:15 - 19:30,53519,55036
19:30 - 19:45,53354,54788
19:45 - 20:00,52920,54737
20:00 - 20:15,53086,54957
20:15 - 20:30,52473,54482
20:30 - 20:45,52358,54341
20:45 - 21:00,52030,53821
21:00 - 21:15,52006,53588
21:15 - 21:30,52051,53361
21:30 - 21:45,52003,53330
21:45 - 22:00,52220,54048
22:00 - 22:15,52686,55058
22:15 - 22:30,52273,54733
22:30 - 22:45,51525,54015
22:45 - 23:00,50366,53104
23:00 - 23:15,49183,51790
23:15 - 23:30,48089,50785
23:30 - 23:45,47195,49822
23:45 - 00:00,46613,49063
00:00 - 00:15,46890,48262
00:15 - 00:30,46388,47525
00:30 - 00:45,45772,47191
00:45 - 01:00,45239,46496
01:00 - 01:15,44669,46118
01:15 - 01:30,44292,45633
01:30 - 01:45,43851,45469
01:45 - 02:00,43521,45080
02:00 - 02:15,43337,45135
02:15 - 02:30,43203,45078
02:30 - 02:45,43202,45194
02:45 - 03:00,43048,45056
03:00 - 03:15,43154,44979
03:15 - 03:30,43058,44700
03:30 - 03:45,43364,44887
03:45 - 04:00,43366,44981
04:00 - 04:15,44047,45593
04:15 - 04:30,44548,45851
04:30 - 04:45,45182,46393
04:45 - 05:00,45628,46920
05:00 - 05:15,47352,48584
05:15 - 05:30,47843,49226
05:30 - 05:45,49223,50919
05:45 - 06:00,51073,53019
06:00 - 06:15,54775,57597
06:15 - 06:30,57186,60416
06:30 - 06:45,59331,62366
06:45 - 07:00,60979,64423
07:00 - 07:15,63585,67029
07:15 - 07:30,65045,68749
07:30 - 07:45,66518,69843
07:45 - 08:00,67319,70926
08:00 - 08:15,68503,72543
08:15 - 08:30,69136,73281
08:30 - 08:45,69611,73662
08:45 - 09:00,70046,73969
09:00 - 09:15,69993,74151
09:15 - 09:30,70469,74265
09:30 - 09:45,70971,74625
09:45 - 10:00,71411,75093
10:00 - 10:15,71758,75458
10:15 - 10:30,72024,75930
10:30 - 10:45,72646,76404
10:45 - 11:00,73112,76752
11:00 - 11:15,73519,77296
11:15 - 11:30,73990,77834
11:30 - 11:45,74303,78237
11:45 - 12:00,74467,77896
12:00 - 12:15,73686,77044
12:15 - 12:30,73454,76642
12:30 - 12:45,73122,76541
12:45 - 13:00,73065,76485
13:00 - 13:15,73228,76721
13:15 - 13:30,73081,76454
13:30 - 13:45,72436,75696
13:45 - 14:00,71663,75005
14:00 - 14:15,71491,74714
14:15 - 14:30,71479,74471
14:30 - 14:45,71081,74325
14:45 - 15:00,70696,74182
15:00 - 15:15,70584,73744
15:15 - 15:30,70032,73363
15:30 - 15:45,69325,73122
15:45 - 16:00,68902,72722
16:00 - 16:15,68447,72487
16:15 - 16:30,67952,71928
16:30 - 16:45,67424,71418
16:45 - 17:00,67285,71245
17:00 - 17:15,67160,71253
17:15 - 17:30,67283,71183
17:30 - 17:45,67224,71291
17:45 - 18:00,67203,71317
18:00 - 18:15,66795,71308
18:15 - 18:30,66460,71307
18:30 - 18:45,66656,71308
18:45 - 19:00,66432,71283
19:00 - 19:15,66222,70978
19:15 - 19:30,65545,70389
19:30 - 19:45,65210,70053
19:45 - 20:00,64992,69696
20:00 - 20:15,64335,68554
20:15 - 20:30,63362,67791
20:30 - 20:45,62689,66820
20:45 - 21:00,62092,65934
21:00 - 21:15,61656,65110
21:15 - 21:30,61031,64511
21:30 - 21:45,60670,64082
21:45 - 22:00,60157,63678
22:00 - 22:15,59726,63319
22:15 - 22:30,58809,62569
22:30 - 22:45,57486,61333
22:45 - 23:00,56249,59934
23:00 - 23:15,54647,58359
23:15 - 23:30,53433,56768
23:30 - 23:45,52397,55973
23:45 - 00:00,51247,55143
00:00 - 00:15,49438,53611
00:15 - 00:30,49111,52942
00:30 - 00:45,48426,52404
00:45 - 01:00,47694,51852
01:00 - 01:15,46841,51206
01:15 - 01:30,46333,51035
01:30 - 01:45,45912,50601
01:45 - 02:00,45487,50348
02:00 - 02:15,45149,49715
02:15 - 02:30,44896,49181
02:30 - 02:45,44806,49272
02:45 - 03:00,44824,49334
03:00 - 03:15,44803,49263
03:15 - 03:30,44850,48987
03:30 - 03:45,45066,48954
03:45 - 04:00,45057,48931
04:00 - 04:15,45399,49479
04:15 - 04:30,45714,49744
04:30 - 04:45,46327,50219
04:45 - 05:00,46614,50816
05:00 - 05:15,47938,51908
05:15 - 05:30,48339,52800
05:30 - 05:45,49448,54130
05:45 - 06:00,50942,56070
06:00 - 06:15,54535,60167
06:15 - 06:30,57078,62845
06:30 - 06:45,59056,64514
06:45 - 07:00,60784,65954
07:00 - 07:15,63344,69026
07:15 - 07:30,65663,70646
07:30 - 07:45,66923,71437
07:45 - 08:00,67914,72581
08:00 - 08:15,69005,73884
08:15 - 08:30,69616,74368
08:30 - 08:45,70161,74719
08:45 - 09:00,70314,74849
09:00 - 09:15,70122,74445
09:15 - 09:30,70415,75045
09:30 - 09:45,70894,75554
09:45 - 10:00,71409,75954
10:00 - 10:15,71820,76278
10:15 - 10:30,72275,76731
10:30 - 10:45,72747,77030
10:45 - 11:00,73162,77427
11:00 - 11:15,73280,77740
11:15 - 11:30,73732,78115
11:30 - 11:45,74134,78493
11:45 - 12:00,74089,78233
12:00 - 12:15,73400,77230
12:15 - 12:30,73172,76995
12:30 - 12:45,73079,76958
12:45 - 13:00,73151,77057
13:00 - 13:15,73341,76911
13:15 - 13:30,73014,76596
13:30 - 13:45,72407,76244
13:45 - 14:00,71677,75744
14:00 - 14:15,71319,75448
14:15 - 14:30,71268,75199
14:30 - 14:45,70771,74836
14:45 - 15:00,70533,74520
15:00 - 15:15,70337,74440
15:15 - 15:30,69864,73962
15:30 - 15:45,69311,73519
15:45 - 16:00,68763,73117
16:00 - 16:15,68396,72550
16:15 - 16:30,67891,72176
16:30 - 16:45,67442,71769
16:45 - 17:00,67214,71879
17:00 - 17:15,66922,71552
17:15 - 17:30,67014,71690
17:30 - 17:45,66921,71792
17:45 - 18:00,66900,71667
18:00 - 18:15,66197,71348
18:15 - 18:30,65923,71110
18:30 - 18:45,65947,71059
18:45 - 19:00,65935,70923
19:00 - 19:15,65760,70756
19:15 - 19:30,65059,70284
19:30 - 19:45,64746,69826
19:45 - 20:00,64438,69227
20:00 - 20:15,63776,68334
20:15 - 20:30,62827,67221
20:30 - 20:45,62013,66555
20:45 - 21:00,61378,66120
21:00 - 21:15,61019,65327
21:15 - 21:30,60665,64818
21:30 - 21:45,60153,64292
21:45 - 22:00,59599,63716
22:00 - 22:15,59305,63275
22:15 - 22:30,58382,62713
22:30 - 22:45,57066,61156
22:45 - 23:00,55884,59699
23:00 - 23:15,54219,58189
23:15 - 23:30,52915,56972
23:30 - 23:45,51795,55976
23:45 - 00:00,50718,54822
00:00 - 00:15,50066,53785
00:15 - 00:30,49279,53159
00:30 - 00:45,48605,52310
00:45 - 01:00,47911,51570
01:00 - 01:15,47149,51112
01:15 - 01:30,46684,50590
01:30 - 01:45,46225,50146
01:45 - 02:00,45848,49641
02:00 - 02:15,45467,49476
02:15 - 02:30,45199,49238
02:30 - 02:45,45142,49111
02:45 - 03:00,45162,49176
03:00 - 03:15,45254,49631
03:15 - 03:30,45296,49758
03:30 - 03:45,45408,49765
03:45 - 04:00,45369,49959
04:00 - 04:15,45856,50447
04:15 - 04:30,46263,50582
04:30 - 04:45,46786,50931
04:45 - 05:00,47216,51090
05:00 - 05:15,48426,52719
05:15 - 05:30,48866,53750
05:30 - 05:45,50168,54683
05:45 - 06:00,51720,56490
06:00 - 06:15,55407,60042
06:15 - 06:30,57917,62579
06:30 - 06:45,59878,64897
06:45 - 07:00,61278,66786
07:00 - 07:15,63761,69177
07:15 - 07:30,64852,70686
07:30 - 07:45,66076,71621
07:45 - 08:00,67014,72352
08:00 - 08:15,68296,73687
08:15 - 08:30,68881,74301
08:30 - 08:45,69347,74550
08:45 - 09:00,69573,74660
09:00 - 09:15,69370,74430
09:15 - 09:30,69853,74786
09:30 - 09:45,70357,75236
09:45 - 10:00,70550,75633
10:00 - 10:15,70964,76083
10:15 - 10:30,71616,76511
10:30 - 10:45,71977,77020
10:45 - 11:00,72366,77555
11:00 - 11:15,72917,77976
11:15 - 11:30,73602,78420
11:30 - 11:45,73933,78806
11:45 - 12:00,74002,78880
12:00 - 12:15,73266,77343
12:15 - 12:30,73193,77038
12:30 - 12:45,72866,76848
12:45 - 13:00,72845,76880
13:00 - 13:15,73128,76839
13:15 - 13:30,72644,76603
13:30 - 13:45,71982,76110
13:45 - 14:00,71542,75708
14:00 - 14:15,71269,75208
14:15 - 14:30,71150,75351
14:30 - 14:45,70566,75048
14:45 - 15:00,70486,74507
15:00 - 15:15,70417,74573
15:15 - 15:30,70249,73910
15:30 - 15:45,69915,73459
15:45 - 16:00,69428,72913
16:00 - 16:15,68915,73009
16:15 - 16:30,68381,72495
16:30 - 16:45,67846,72240
16:45 - 17:00,67575,71899
17:00 - 17:15,67111,72096
17:15 - 17:30,67375,72064
17:30 - 17:45,67229,72216
17:45 - 18:00,67277,72243
18:00 - 18:15,66876,71568
18:15 - 18:30,66534,71241
18:30 - 18:45,66689,71644
18:45 - 19:00,66710,71335
19:00 - 19:15,66285,71052
19:15 - 19:30,65835,70594
19:30 - 19:45,65512,70191
19:45 - 20:00,65011,70010
20:00 - 20:15,63959,69089
20:15 - 20:30,63241,68249
20:30 - 20:45,62498,67613
20:45 - 21:00,61913,66864
21:00 - 21:15,61389,66151
21:15 - 21:30,60911,65485
21:30 - 21:45,60281,65279
21:45 - 22:00,59590,64729
22:00 - 22:15,59171,64340
22:15 - 22:30,58341,63512
22:30 - 22:45,57124,62325
22:45 - 23:00,55819,61088
23:00 - 23:15,54230,58977
23:15 - 23:30,52934,57479
23:30 - 23:45,51742,56226
23:45 - 00:00,50768,55356
00:00 - 00:15,49546,54300
00:15 - 00:30,48930,53188
00:30 - 00:45,48248,52347
00:45 - 01:00,47657,52074
01:00 - 01:15,46794,51712
01:15 - 01:30,46222,51288
01:30 - 01:45,45850,50457
01:45 - 02:00,45438,50325
02:00 - 02:15,45028,50034
02:15 - 02:30,44842,49606
02:30 - 02:45,44722,49565
02:45 - 03:00,44713,49739
03:00 - 03:15,44812,50055
03:15 - 03:30,44905,49819
03:30 - 03:45,44883,49863
03:45 - 04:00,44848,49820
04:00 - 04:15,45256,50426
04:15 - 04:30,45555,50507
04:30 - 04:45,46043,50806
04:45 - 05:00,46368,51124
05:00 - 05:15,47274,52091
05:15 - 05:30,47631,52897
05:30 - 05:45,48561,54328
05:45 - 06:00,49853,55855
06:00 - 06:15,53105,59294
06:15 - 06:30,55263,62112
06:30 - 06:45,57276,64072
06:45 - 07:00,58830,65719
07:00 - 07:15,60814,68413
07:15 - 07:30,62081,69832
07:30 - 07:45,63233,70828
07:45 - 08:00,64320,71892
08:00 - 08:15,65266,72982
08:15 - 08:30,65728,73736
08:30 - 08:45,66277,74510
08:45 - 09:00,66472,74703
09:00 - 09:15,66275,74417
09:15 - 09:30,66878,75298
09:30 - 09:45,67201,75853
09:45 - 10:00,67521,76072
10:00 - 10:15,67921,76174
10:15 - 10:30,68344,76710
10:30 - 10:45,68683,77002
10:45 - 11:00,69255,77122
11:00 - 11:15,69783,76930
11:15 - 11:30,70207,77098
11:30 - 11:45,70756,77840
11:45 - 12:00,70732,77726
12:00 - 12:15,70198,76768
12:15 - 12:30,59545,76339
12:30 - 12:45,69756,76348
12:45 - 13:00,69806,76509
13:00 - 13:15,69869,76608
13:15 - 13:30,69454,76260
13:30 - 13:45,68671,75958
13:45 - 14:00,68196,75492
14:00 - 14:15,67912,74918
14:15 - 14:30,67794,74848
14:30 - 14:45,67296,74883
14:45 - 15:00,67049,74433
15:00 - 15:15,66919,74310
15:15 - 15:30,66468,74028
15:30 - 15:45,66054,73629
15:45 - 16:00,65611,72784
16:00 - 16:15,65421,72544
16:15 - 16:30,64981,72352
16:30 - 16:45,64657,71890
16:45 - 17:00,64389,71634
17:00 - 17:15,64120,71381
17:15 - 17:30,64278,71334
17:30 - 17:45,64256,71370
17:45 - 18:00,64150,71211
18:00 - 18:15,63944,70947
18:15 - 18:30,63719,70952
18:30 - 18:45,63824,71053
18:45 - 19:00,63856,71261
19:00 - 19:15,63634,71029
19:15 - 19:30,63025,70283
19:30 - 19:45,62778,69925
19:45 - 20:00,62568,69896
20:00 - 20:15,62053,68772
20:15 - 20:30,61274,67858
20:30 - 20:45,60559,66934
20:45 - 21:00,59849,66260
21:00 - 21:15,59495,65560
21:15 - 21:30,59160,65032
21:30 - 21:45,58525,64522
21:45 - 22:00,58062,64407
22:00 - 22:15,57741,64116
22:15 - 22:30,57031,63422
22:30 - 22:45,55908,62130
22:45 - 23:00,54692,60759
23:00 - 23:15,53179,59560
23:15 - 23:30,51923,58034
23:30 - 23:45,50928,57053
23:45 - 00:00,50109,55997
00:00 - 00:15,49044,54551
00:15 - 00:30,48280,53648
00:30 - 00:45,47729,53012
00:45 - 01:00,47091,52280
01:00 - 01:15,46331,51423
01:15 - 01:30,45755,50909
01:30 - 01:45,45351,50621
01:45 - 02:00,44960,50344
02:00 - 02:15,44683,49995
02:15 - 02:30,44438,49687
02:30 - 02:45,44246,49602
02:45 - 03:00,44337,49585
03:00 - 03:15,44368,49590
03:15 - 03:30,44368,49668
03:30 - 03:45,44531,49500
03:45 - 04:00,44419,49560
04:00 - 04:15,44893,50170
04:15 - 04:30,38572,50403
04:30 - 04:45,45670,50751
04:45 - 05:00,46070,51129
05:00 - 05:15,47161,52280
05:15 - 05:30,47515,53179
05:30 - 05:45,48814,54373
05:45 - 06:00,50228,55916
06:00 - 06:15,53519,59625
06:15 - 06:30,56043,62120
06:30 - 06:45,58077,64067
06:45 - 07:00,59715,65641
07:00 - 07:15,61812,68336
07:15 - 07:30,63133,69994
07:30 - 07:45,64579,70973
07:45 - 08:00,65443,72111
08:00 - 08:15,66719,73744
08:15 - 08:30,67290,74298
08:30 - 08:45,67789,75077
08:45 - 09:00,68013,75148
09:00 - 09:15,67991,74890
09:15 - 09:30,68372,75490
09:30 - 09:45,68771,76229
09:45 - 10:00,69034,76624
10:00 - 10:15,69376,76875
10:15 - 10:30,69835,77475
10:30 - 10:45,70275,77621
10:45 - 11:00,70797,78059
11:00 - 11:15,71044,78299
11:15 - 11:30,71462,78436
11:30 - 11:45,71694,78213
11:45 - 12:00,71660,78022
12:00 - 12:15,71231,77391
12:15 - 12:30,71148,77261
12:30 - 12:45,70881,76960
12:45 - 13:00,70635,76476
13:00 - 13:15,70704,76325
13:15 - 13:30,70000,76111
13:30 - 13:45,69388,75367
13:45 - 14:00,68594,74812
14:00 - 14:15,68164,74007
14:15 - 14:30,68122,73861
14:30 - 14:45,67852,73675
14:45 - 15:00,67642,73219
15:00 - 15:15,67443,72991
15:15 - 15:30,67054,72690
15:30 - 15:45,66591,72260
15:45 - 16:00,66138,71595
16:00 - 16:15,66036,71068
16:15 - 16:30,65623,70568
16:30 - 16:45,65490,70467
16:45 - 17:00,65111,70283
17:00 - 17:15,65067,70019
17:15 - 17:30,65035,69800
17:30 - 17:45,64977,69733
