Time,Day-ahead Total Load Forecast [6.1.B],Actual Total Load [6.1.A]
03:30 - 03:45,50940,53280
03:45 - 04:00,51396,53589
04:00 - 04:15,51883,54358
04:15 - 04:30,52406,54743
04:30 - 04:45,52753,55276
04:45 - 05:00,53533,56001
05:00 - 05:15,54443,57395
05:15 - 05:30,55582,58098
05:30 - 05:45,57040,59333
05:45 - 06:00,58862,61579
06:00 - 06:15,62100,65189
06:15 - 06:30,64520,67847
06:30 - 06:45,67328,70374
06:45 - 07:00,68713,72751
07:00 - 07:15,72326,76646
07:15 - 07:30,73505,78136
07:30 - 07:45,74453,79324
07:45 - 08:00,75397,80143
08:00 - 08:15,76886,81110
08:15 - 08:30,77177,81465
08:30 - 08:45,76848,81904
08:45 - 09:00,77504,81800
09:00 - 09:15,77344,81075
09:15 - 09:30,76729,81225
09:30 - 09:45,77805,81730
09:45 - 10:00,77688,82104
10:00 - 10:15,78170,81829
10:15 - 10:30,78284,82011
10:30 - 10:45,79497,82328
10:45 - 11:00,79261,82601
11:00 - 11:15,79604,82980
11:15 - 11:30,79329,83236
11:30 - 11:45,79879,83484
11:45 - 12:00,79723,83505
12:00 - 12:15,78717,82684
12:15 - 12:30,79388,82423
12:30 - 12:45,78797,82248
12:45 - 13:00,79118,82052
13:00 - 13:15,78301,82739
13:15 - 13:30,77242,82401
13:30 - 13:45,77206,81895
13:45 - 14:00,76499,81518
14:00 - 14:15,76069,81426
14:15 - 14:30,75793,81289
14:30 - 14:45,77776,80784
14:45 - 15:00,76940,80705
15:00 - 15:15,77277,80945
15:15 - 15:30,77245,80509
15:30 - 15:45,76332,80182
15:45 - 16:00,75553,80184
16:00 - 16:15,76641,80226
16:15 - 16:30,75783,80046
16:30 - 16:45,76065,80520
16:45 - 17:00,76895,81126
17:00 - 17:15,77853,82576
17:15 - 17:30,78343,83612
17:30 - 17:45,79172,84385
17:45 - 18:00,79911,84718
18:00 - 18:15,79734,84413
18:15 - 18:30,79276,83640
18:30 - 18:45,79941,83561
18:45 - 19:00,79450,83284
19:00 - 19:15,78790,82788
19:15 - 19:30,78322,81717
19:30 - 19:45,77284,81207
19:45 - 20:00,76453,80287
20:00 - 20:15,74974,77616
20:15 - 20:30,74111,75966
20:30 - 20:45,72739,75128
20:45 - 21:00,71321,73910
21:00 - 21:15,70552,72477
21:15 - 21:30,70581,71573
21:30 - 21:45,69134,70946
21:45 - 22:00,68312,69871
22:00 - 22:15,68331,69654
22:15 - 22:30,67846,68898
22:30 - 22:45,66325,67440
22:45 - 23:00,62872,66386
23:00 - 23:15,61600,64607
23:15 - 23:30,60107,63376
23:30 - 23:45,61219,62610
23:45 - 00:00,60219,61402
00:00 - 00:15,57854,62335
00:15 - 00:30,55076,61445
00:30 - 00:45,57665,61047
00:45 - 01:00,56758,60422
01:00 - 01:15,56312,59604
01:15 - 01:30,55557,59039
01:30 - 01:45,55106,58663
01:45 - 02:00,54624,58519
02:00 - 02:15,54457,57957
02:15 - 02:30,54118,57744
02:30 - 02:45,54324,57725
02:45 - 03:00,54086,57877
03:00 - 03:15,54223,57686
03:15 - 03:30,54040,58129
03:30 - 03:45,54170,58100
03:45 - 04:00,54476,58565
04:00 - 04:15,54778,58697
04:15 - 04:30,55101,59040
04:30 - 04:45,55415,59541
04:45 - 05:00,55859,60129
05:00 - 05:15,57008,61415
05:15 - 05:30,57615,62307
05:30 - 05:45,58534,63640
05:45 - 06:00,59817,65090
06:00 - 06:15,62582,68001
06:15 - 06:30,65178,70798
06:30 - 06:45,67810,73156
06:45 - 07:00,69473,74848
07:00 - 07:15,72339,77618
07:15 - 07:30,73568,79123
07:30 - 07:45,74616,80339
07:45 - 08:00,75501,81284
08:00 - 08:15,76509,82515
08:15 - 08:30,76572,82791
08:30 - 08:45,76732,82903
08:45 - 09:00,76843,82954
09:00 - 09:15,76448,82635
09:15 - 09:30,76873,82850
09:30 - 09:45,76938,83206
09:45 - 10:00,77081,83483
10:00 - 10:15,77665,83941
10:15 - 10:30,78008,84061
10:30 - 10:45,77738,84363
10:45 - 11:00,78101,84444
11:00 - 11:15,78255,84453
11:15 - 11:30,78308,84495
11:30 - 11:45,78568,84704
11:45 - 12:00,78437,84549
12:00 - 12:15,78011,84110
12:15 - 12:30,77423,83842
12:30 - 12:45,77693,83902
12:45 - 13:00,77616,83826
13:00 - 13:15,77600,83704
13:15 - 13:30,76976,83526
13:30 - 13:45,76684,83120
13:45 - 14:00,75581,82573
14:00 - 14:15,74065,82456
14:15 - 14:30,73624,82244
14:30 - 14:45,75573,82139
14:45 - 15:00,74617,81926
15:00 - 15:15,74780,81910
15:15 - 15:30,74706,81545
15:30 - 15:45,74231,81398
15:45 - 16:00,74118,81201
16:00 - 16:15,74270,80975
16:15 - 16:30,74223,80720
16:30 - 16:45,74260,80860
16:45 - 17:00,74973,81518
17:00 - 17:15,76344,83535
17:15 - 17:30,77501,84509
17:30 - 17:45,78284,85105
17:45 - 18:00,78756,85428
18:00 - 18:15,78759,84843
18:15 - 18:30,78637,84514
18:30 - 18:45,78832,84295
18:45 - 19:00,78318,83928
19:00 - 19:15,77620,83008
19:15 - 19:30,77761,81924
19:30 - 19:45,76819,81418
19:45 - 20:00,75865,80754
20:00 - 20:15,74250,79364
20:15 - 20:30,73460,77688
20:30 - 20:45,72156,76705
20:45 - 21:00,70862,75570
21:00 - 21:15,69777,74659
21:15 - 21:30,69822,73962
21:30 - 21:45,68405,72935
21:45 - 22:00,67347,71674
22:00 - 22:15,67377,72015
22:15 - 22:30,66926,70909
22:30 - 22:45,65459,69583
22:45 - 23:00,64174,68324
23:00 - 23:15,60658,66928
23:15 - 23:30,59241,65946
23:30 - 23:45,60416,65116
23:45 - 00:00,59501,64164
00:00 - 00:15,57657,60820
00:15 - 00:30,57068,59741
00:30 - 00:45,56244,59222
00:45 - 01:00,55252,58606
01:00 - 01:15,54732,57783
01:15 - 01:30,53964,57214
01:30 - 01:45,53998,56939
01:45 - 02:00,53607,56867
02:00 - 02:15,53261,56165
02:15 - 02:30,53047,55952
02:30 - 02:45,53003,55917
02:45 - 03:00,53288,55960
03:00 - 03:15,53130,56107
03:15 - 03:30,53389,55801
03:30 - 03:45,53222,56081
03:45 - 04:00,53575,56250
04:00 - 04:15,54050,56613
04:15 - 04:30,54360,56939
04:30 - 04:45,54795,57441
04:45 - 05:00,55525,57935
05:00 - 05:15,56744,59494
05:15 - 05:30,57415,60347
05:30 - 05:45,58601,61407
05:45 - 06:00,59938,63010
06:00 - 06:15,62770,66536
06:15 - 06:30,65519,69551
06:30 - 06:45,67615,71651
06:45 - 07:00,69636,74073
07:00 - 07:15,72011,77288
07:15 - 07:30,73646,79131
07:30 - 07:45,74745,80161
07:45 - 08:00,75585,81010
08:00 - 08:15,76469,82447
08:15 - 08:30,76824,82725
08:30 - 08:45,76846,82556
08:45 - 09:00,76928,82700
09:00 - 09:15,76527,82191
09:15 - 09:30,76776,82356
09:30 - 09:45,77195,82905
09:45 - 10:00,77312,83128
10:00 - 10:15,77274,82985
10:15 - 10:30,78314,83045
10:30 - 10:45,78015,83337
10:45 - 11:00,77859,83663
11:00 - 11:15,77989,83574
11:15 - 11:30,78887,83752
11:30 - 11:45,78497,83733
11:45 - 12:00,79098,83554
12:00 - 12:15,78412,82967
12:15 - 12:30,77983,82596
12:30 - 12:45,78074,82608
12:45 - 13:00,78028,82515
13:00 - 13:15,78074,82539
13:15 - 13:30,77790,82264
13:30 - 13:45,75504,81810
13:45 - 14:00,76543,81257
14:00 - 14:15,74926,81467
14:15 - 14:30,74643,81159
14:30 - 14:45,76444,80939
14:45 - 15:00,76048,80631
15:00 - 15:15,75698,80835
15:15 - 15:30,75287,80471
15:30 - 15:45,74921,80225
15:45 - 16:00,75052,79927
16:00 - 16:15,74766,80080
16:15 - 16:30,75003,79771
16:30 - 16:45,75160,80131
16:45 - 17:00,75753,80840
17:00 - 17:15,76796,82426
17:15 - 17:30,77816,83772
17:30 - 17:45,78512,84422
17:45 - 18:00,78919,84926
18:00 - 18:15,78423,84985
18:15 - 18:30,78477,84612
18:30 - 18:45,78515,84399
18:45 - 19:00,78093,84196
19:00 - 19:15,77454,83557
19:15 - 19:30,76405,82383
19:30 - 19:45,75709,81698
19:45 - 20:00,74863,80642
20:00 - 20:15,73352,78450
20:15 - 20:30,72226,76930
20:30 - 20:45,71067,75937
20:45 - 21:00,70049,74576
21:00 - 21:15,69063,73185
21:15 - 21:30,68538,72174
21:30 - 21:45,67554,71460
21:45 - 22:00,66421,70483
22:00 - 22:15,66920,70475
22:15 - 22:30,66215,70093
22:30 - 22:45,64766,68729
22:45 - 23:00,61882,67427
23:00 - 23:15,60786,65983
23:15 - 23:30,59406,64877
23:30 - 23:45,58380,64067
23:45 - 00:00,59076,62788
00:00 - 00:15,58515,61840
00:15 - 00:30,57843,60634
00:30 - 00:45,57303,60089
00:45 - 01:00,56613,59473
01:00 - 01:15,56027,58741
01:15 - 01:30,55400,58510
01:30 - 01:45,55116,58404
01:45 - 02:00,54684,58075
02:00 - 02:15,54349,57521
02:15 - 02:30,54061,57403
02:30 - 02:45,53888,57301
02:45 - 03:00,53915,57364
03:00 - 03:15,54095,57433
03:15 - 03:30,54053,57182
03:30 - 03:45,54103,57208
03:45 - 04:00,54175,57223
04:00 - 04:15,54611,57447
04:15 - 04:30,55379,57786
04:30 - 04:45,55102,58142
04:45 - 05:00,55732,58898
05:00 - 05:15,56871,60054
05:15 - 05:30,58227,60984
05:30 - 05:45,58567,61859
05:45 - 06:00,59870,63266
06:00 - 06:15,63295,66278
06:15 - 06:30,66038,69318
06:30 - 06:45,67590,71831
06:45 - 07:00,68614,74253
07:00 - 07:15,72429,78149
07:15 - 07:30,73964,79699
07:30 - 07:45,75168,79993
07:45 - 08:00,75927,80987
08:00 - 08:15,76816,82090
08:15 - 08:30,77061,82039
08:30 - 08:45,77073,82122
08:45 - 09:00,77073,82210
09:00 - 09:15,76708,81915
09:15 - 09:30,76886,82036
09:30 - 09:45,77389,82401
09:45 - 10:00,77656,82574
10:00 - 10:15,77604,82765
10:15 - 10:30,71067,83277
10:30 - 10:45,78213,83649
10:45 - 11:00,78373,83810
11:00 - 11:15,78368,83699
11:15 - 11:30,78564,84064
11:30 - 11:45,78763,84171
11:45 - 12:00,78744,84087
12:00 - 12:15,78344,83881
12:15 - 12:30,77734,83574
12:30 - 12:45,77805,83537
12:45 - 13:00,77776,83261
13:00 - 13:15,76401,83479
13:15 - 13:30,76054,83231
13:30 - 13:45,75602,82893
13:45 - 14:00,76669,82448
14:00 - 14:15,75220,82524
14:15 - 14:30,74843,82358
14:30 - 14:45,75086,82259
14:45 - 15:00,75933,81967
15:00 - 15:15,76209,81983
15:15 - 15:30,75840,81707
15:30 - 15:45,75515,81420
15:45 - 16:00,75097,80991
16:00 - 16:15,75247,80866
16:15 - 16:30,75184,80902
16:30 - 16:45,75269,81181
16:45 - 17:00,75969,82169
17:00 - 17:15,77258,83544
17:15 - 17:30,78281,84492
17:30 - 17:45,78887,84908
17:45 - 18:00,79473,85098
18:00 - 18:15,79155,84341
18:15 - 18:30,78914,84053
18:30 - 18:45,79100,83926
18:45 - 19:00,78562,83751
19:00 - 19:15,77707,83027
19:15 - 19:30,76488,82326
19:30 - 19:45,75699,81716
19:45 - 20:00,74794,80957
20:00 - 20:15,73249,79405
20:15 - 20:30,72114,77937
20:30 - 20:45,70928,76881
20:45 - 21:00,69783,75842
21:00 - 21:15,68875,74562
21:15 - 21:30,68390,73594
21:30 - 21:45,67375,72789
21:45 - 22:00,64666,71802
22:00 - 22:15,64825,71814
22:15 - 22:30,64158,71172
22:30 - 22:45,64859,69801
22:45 - 23:00,63604,68693
23:00 - 23:15,62374,67280
23:15 - 23:30,61277,66187
23:30 - 23:45,60208,65359
23:45 - 00:00,57456,64490
00:00 - 00:15,58383,62902
00:15 - 00:30,57596,61878
00:30 - 00:45,57048,61203
00:45 - 01:00,56301,60743
01:00 - 01:15,55602,59926
01:15 - 01:30,55014,59419
01:30 - 01:45,54735,59220
01:45 - 02:00,54364,58893
02:00 - 02:15,54037,58389
02:15 - 02:30,53744,58270
02:30 - 02:45,53720,58253
02:45 - 03:00,53696,58162
03:00 - 03:15,53813,58406
03:15 - 03:30,53850,58175
03:30 - 03:45,54451,58342
03:45 - 04:00,54151,58614
04:00 - 04:15,54982,59135
04:15 - 04:30,55393,59342
04:30 - 04:45,55727,59618
04:45 - 05:00,56523,60241
05:00 - 05:15,57521,61552
05:15 - 05:30,57768,62135
05:30 - 05:45,59346,62982
05:45 - 06:00,60698,64403
06:00 - 06:15,63478,66940
06:15 - 06:30,66120,69543
06:30 - 06:45,68298,71848
06:45 - 07:00,68589,74023
07:00 - 07:15,72957,77373
07:15 - 07:30,74210,78623
07:30 - 07:45,75216,79673
07:45 - 08:00,76176,80501
08:00 - 08:15,77133,81999
08:15 - 08:30,77406,81967
08:30 - 08:45,77441,81862
08:45 - 09:00,77510,81829
09:00 - 09:15,77164,81842
09:15 - 09:30,77338,82009
09:30 - 09:45,77738,82218
09:45 - 10:00,77917,82419
10:00 - 10:15,77942,83019
10:15 - 10:30,78128,83299
10:30 - 10:45,77306,83518
10:45 - 11:00,78630,83666
11:00 - 11:15,78809,83604
11:15 - 11:30,78878,83849
11:30 - 11:45,79079,84106
11:45 - 12:00,78748,83532
12:00 - 12:15,78263,83441
12:15 - 12:30,77902,82839
12:30 - 12:45,77828,82715
12:45 - 13:00,77688,82563
13:00 - 13:15,75540,81955
13:15 - 13:30,74824,81386
13:30 - 13:45,74617,80697
13:45 - 14:00,74989,80197
14:00 - 14:15,73633,80026
14:15 - 14:30,73431,79761
14:30 - 14:45,74525,79390
14:45 - 15:00,73956,79027
15:00 - 15:15,74143,78778
15:15 - 15:30,73710,78299
15:30 - 15:45,73364,78180
15:45 - 16:00,72902,78004
16:00 - 16:15,73303,78671
16:15 - 16:30,73280,78718
16:30 - 16:45,73513,79217
16:45 - 17:00,74806,80075
17:00 - 17:15,76105,81443
17:15 - 17:30,76916,82346
17:30 - 17:45,77474,83028
17:45 - 18:00,77875,83106
18:00 - 18:15,77716,82465
18:15 - 18:30,77381,82190
18:30 - 18:45,77230,82010
18:45 - 19:00,76572,81713
19:00 - 19:15,75767,80389
19:15 - 19:30,75200,79415
19:30 - 19:45,74642,78811
19:45 - 20:00,73723,78038
20:00 - 20:15,72090,75826
20:15 - 20:30,70857,74586
20:30 - 20:45,69635,73841
20:45 - 21:00,68541,72534
21:00 - 21:15,67670,71353
21:15 - 21:30,67458,70538
21:30 - 21:45,64466,69708
21:45 - 22:00,63568,68815
22:00 - 22:15,63828,69428
22:15 - 22:30,63467,68941
22:30 - 22:45,62808,68057
22:45 - 23:00,61495,67561
23:00 - 23:15,60482,66112
23:15 - 23:30,59303,65386
23:30 - 23:45,60392,64369
23:45 - 00:00,57469,63704
00:00 - 00:15,57523,62918
00:15 - 00:30,54620,62132
00:30 - 00:45,57020,61166
00:45 - 01:00,56239,60850
01:00 - 01:15,55733,59870
01:15 - 01:30,54943,59287
01:30 - 01:45,54499,58480
01:45 - 02:00,53998,58268
02:00 - 02:15,53631,57747
02:15 - 02:30,53262,60805
02:30 - 02:45,53013,60758
02:45 - 03:00,52842,60622
03:00 - 03:15,52790,60137
03:15 - 03:30,52585,60148
03:30 - 03:45,52558,60089
03:45 - 04:00,53446,59913
04:00 - 04:15,53731,59998
04:15 - 04:30,53674,60140
04:30 - 04:45,52689,60211
04:45 - 05:00,52794,60245
05:00 - 05:15,53055,60468
05:15 - 05:30,53078,60281
05:30 - 05:45,52805,56507
05:45 - 06:00,53163,56426
06:00 - 06:15,53464,56240
06:15 - 06:30,54043,56550
06:30 - 06:45,54632,57269
06:45 - 07:00,55351,58170
07:00 - 07:15,56725,59808
07:15 - 07:30,57890,60427
07:30 - 07:45,59019,61495
07:45 - 08:00,58837,62388
08:00 - 08:15,59540,63721
08:15 - 08:30,60337,64578
08:30 - 08:45,61328,65578
08:45 - 09:00,62154,66440
09:00 - 09:15,63375,67280
09:15 - 09:30,64391,68214
09:30 - 09:45,65094,69058
09:45 - 10:00,65547,69735
10:00 - 10:15,65751,69778
10:15 - 10:30,66371,70543
10:30 - 10:45,66045,70861
10:45 - 11:00,67167,71191
11:00 - 11:15,68646,71532
11:15 - 11:30,68725,72096
11:30 - 11:45,68939,72320
11:45 - 12:00,67565,72193
12:00 - 12:15,67338,71978
12:15 - 12:30,66916,71559
12:30 - 12:45,66449,71461
12:45 - 13:00,65827,70864
13:00 - 13:15,65608,69921
13:15 - 13:30,65033,69451
13:30 - 13:45,64636,68938
13:45 - 14:00,63706,68253
14:00 - 14:15,63473,67901
14:15 - 14:30,63063,67462
14:30 - 14:45,62883,67290
14:45 - 15:00,62626,66887
15:00 - 15:15,59611,66973
15:15 - 15:30,62402,66490
15:30 - 15:45,59297,66393
15:45 - 16:00,59194,65999
16:00 - 16:15,62622,66239
16:15 - 16:30,62938,66473
16:30 - 16:45,63252,66901
16:45 - 17:00,60993,67681
17:00 - 17:15,65965,69565
17:15 - 17:30,63415,70875
17:30 - 17:45,68102,71837
17:45 - 18:00,65365,72124
18:00 - 18:15,65606,72607
18:15 - 18:30,68920,72358
18:30 - 18:45,68504,72306
18:45 - 19:00,64521,71696
19:00 - 19:15,63715,70748
19:15 - 19:30,62912,70107
19:30 - 19:45,62966,69594
19:45 - 20:00,61560,68559
20:00 - 20:15,60367,67088
20:15 - 20:30,59056,65978
20:30 - 20:45,58249,65035
20:45 - 21:00,60349,64004
21:00 - 21:15,59877,63612
21:15 - 21:30,59336,63070
21:30 - 21:45,58767,62608
21:45 - 22:00,58417,62384
22:00 - 22:15,59485,63491
22:15 - 22:30,59219,63084
22:30 - 22:45,59425,62383
22:45 - 23:00,58144,61684
23:00 - 23:15,57119,60749
23:15 - 23:30,56510,59988
23:30 - 23:45,55889,59256
23:45 - 00:00,55072,58466
00:00 - 00:15,53962,57623
00:15 - 00:30,53121,56514
00:30 - 00:45,52686,55914
00:45 - 01:00,52141,55137
01:00 - 01:15,51492,54345
01:15 - 01:30,49179,53788
01:30 - 01:45,48859,53606
01:45 - 02:00,48501,53131
02:00 - 02:15,48194,53005
02:15 - 02:30,47901,52541
02:30 - 02:45,47726,52642
02:45 - 03:00,47639,52221
03:00 - 03:15,48795,51875
03:15 - 03:30,48856,51624
03:30 - 03:45,48866,51520
03:45 - 04:00,47577,51429
04:00 - 04:15,47834,51523
04:15 - 04:30,48239,51118
04:30 - 04:45,48104,51092
04:45 - 05:00,48061,51071
05:00 - 05:15,48254,51021
05:15 - 05:30,48329,50806
05:30 - 05:45,48256,50657
05:45 - 06:00,48001,50233
06:00 - 06:15,47463,49624
06:15 - 06:30,47723,49683
06:30 - 06:45,47622,49966
06:45 - 07:00,48163,50400
07:00 - 07:15,49183,51082
07:15 - 07:30,49678,51799
07:30 - 07:45,50485,52453
07:45 - 08:00,51355,53204
08:00 - 08:15,51887,54057
08:15 - 08:30,52332,54687
08:30 - 08:45,53139,55461
08:45 - 09:00,53934,56241
09:00 - 09:15,55330,58054
09:15 - 09:30,56229,59028
09:30 - 09:45,57029,59898
09:45 - 10:00,57680,61301
10:00 - 10:15,58401,62106
10:15 - 10:30,59403,62776
10:30 - 10:45,59406,63257
10:45 - 11:00,60333,63894
11:00 - 11:15,60934,65053
11:15 - 11:30,61883,65988
11:30 - 11:45,62671,66461
11:45 - 12:00,62654,66282
12:00 - 12:15,62424,65580
12:15 - 12:30,62215,65242
12:30 - 12:45,61714,64698
12:45 - 13:00,60744,64054
13:00 - 13:15,60105,63993
13:15 - 13:30,59585,63368
13:30 - 13:45,59303,62832
13:45 - 14:00,58171,62075
14:00 - 14:15,58273,61829
14:15 - 14:30,57996,61345
14:30 - 14:45,57817,61123
14:45 - 15:00,57535,60854
15:00 - 15:15,57797,60933
15:15 - 15:30,57615,60693
15:30 - 15:45,57531,60594
15:45 - 16:00,57426,60464
16:00 - 16:15,57690,60628
16:15 - 16:30,58126,60899
16:30 - 16:45,58483,61774
16:45 - 17:00,59441,62729
17:00 - 17:15,61118,64708
17:15 - 17:30,62712,66186
17:30 - 17:45,63342,67332
17:45 - 18:00,64292,68024
18:00 - 18:15,65087,69076
18:15 - 18:30,61576,68940
18:30 - 18:45,64931,68958
18:45 - 19:00,64769,68698
19:00 - 19:15,64164,68183
19:15 - 19:30,63627,67745
19:30 - 19:45,63283,67597
19:45 - 20:00,62529,66978
20:00 - 20:15,61685,65889
20:15 - 20:30,60870,64928
20:30 - 20:45,60178,63830
20:45 - 21:00,59473,63183
21:00 - 21:15,59351,62865
21:15 - 21:30,58897,62488
21:30 - 21:45,58536,62259
21:45 - 22:00,58672,62826
22:00 - 22:15,60060,64105
22:15 - 22:30,59895,63937
22:30 - 22:45,59118,63132
22:45 - 23:00,58114,62288
23:00 - 23:15,57221,61558
23:15 - 23:30,56181,60727
23:30 - 23:45,55851,59975
23:45 - 00:00,55094,59367
00:00 - 00:15,53110,58205
00:15 - 00:30,49723,57300
00:30 - 00:45,52067,56758
00:45 - 01:00,51588,56105
01:00 - 01:15,51129,55438
01:15 - 01:30,50583,54967
01:30 - 01:45,50214,54983
01:45 - 02:00,49879,54816
02:00 - 02:15,49715,54502
02:15 - 02:30,49422,54157
02:30 - 02:45,49304,54325
02:45 - 03:00,49241,54412
03:00 - 03:15,49453,54339
03:15 - 03:30,49433,54438
03:30 - 03:45,49548,54759
03:45 - 04:00,49832,54957
04:00 - 04:15,50496,55726
04:15 - 04:30,50799,55904
04:30 - 04:45,51284,56464
04:45 - 05:00,51934,57402
05:00 - 05:15,53402,59081
05:15 - 05:30,54072,59746
05:30 - 05:45,55553,61288
05:45 - 06:00,57236,63272
06:00 - 06:15,60055,67011
06:15 - 06:30,62933,69797
06:30 - 06:45,65252,72064
06:45 - 07:00,67254,74329
07:00 - 07:15,70226,77518
07:15 - 07:30,71918,78908
07:30 - 07:45,73152,79719
07:45 - 08:00,74027,80992
08:00 - 08:15,75012,81858
08:15 - 08:30,75494,82310
08:30 - 08:45,75792,82502
08:45 - 09:00,75857,82562
09:00 - 09:15,75560,81981
09:15 - 09:30,75952,82309
09:30 - 09:45,76440,82922
09:45 - 10:00,76814,83067
10:00 - 10:15,77135,83531
10:15 - 10:30,77512,83761
10:30 - 10:45,77441,84086
10:45 - 11:00,77749,84296
11:00 - 11:15,77808,84530
11:15 - 11:30,78163,85046
11:30 - 11:45,78348,85035
11:45 - 12:00,78258,85216
12:00 - 12:15,77927,84692
12:15 - 12:30,77897,84604
12:30 - 12:45,77585,84495
12:45 - 13:00,77369,84448
13:00 - 13:15,77334,84646
13:15 - 13:30,73386,84370
13:30 - 13:45,72897,84020
13:45 - 14:00,76204,83152
14:00 - 14:15,72487,83010
14:15 - 14:30,72290,82821
14:30 - 14:45,75867,82473
14:45 - 15:00,75534,82281
15:00 - 15:15,76399,82250
15:15 - 15:30,76119,81733
15:30 - 15:45,75758,81383
15:45 - 16:00,75436,81023
16:00 - 16:15,75108,81067
16:15 - 16:30,75096,81057
16:30 - 16:45,75161,81175
16:45 - 17:00,75595,81831
17:00 - 17:15,76605,83226
17:15 - 17:30,77690,84415
17:30 - 17:45,78383,84819
17:45 - 18:00,78938,85009
18:00 - 18:15,78775,84940
18:15 - 18:30,78481,84765
18:30 - 18:45,78477,84452
18:45 - 19:00,78341,84210
19:00 - 19:15,77792,83242
19:15 - 19:30,76800,82621
19:30 - 19:45,76046,81679
19:45 - 20:00,75265,81062
20:00 - 20:15,73620,78995
20:15 - 20:30,72562,77508
20:30 - 20:45,71422,76414
20:45 - 21:00,70410,75532
21:00 - 21:15,69484,74043
21:15 - 21:30,68850,73477
21:30 - 21:45,67798,72771
21:45 - 22:00,66738,71828
22:00 - 22:15,67134,71942
22:15 - 22:30,66351,71167
22:30 - 22:45,62003,70263
22:45 - 23:00,60912,68799
23:00 - 23:15,59943,67485
23:15 - 23:30,58389,66254
23:30 - 23:45,60079,65374
23:45 - 00:00,59000,64196
00:00 - 00:15,58115,63205
00:15 - 00:30,57812,62717
00:30 - 00:45,57296,61899
00:45 - 01:00,56533,61339
01:00 - 01:15,55957,60550
01:15 - 01:30,55313,60057
01:30 - 01:45,55079,59965
01:45 - 02:00,54616,59587
02:00 - 02:15,54240,59130
02:15 - 02:30,53967,58670
02:30 - 02:45,53875,58660
02:45 - 03:00,53892,58708
03:00 - 03:15,54040,58611
03:15 - 03:30,53956,58470
03:30 - 03:45,54059,58539
03:45 - 04:00,54221,58384
04:00 - 04:15,54841,58926
04:15 - 04:30,55086,59307
04:30 - 04:45,55632,59612
04:45 - 05:00,56284,60446
05:00 - 05:15,57690,61716
05:15 - 05:30,58310,62532
05:30 - 05:45,59648,63591
05:45 - 06:00,60969,65298
06:00 - 06:15,63709,68243
06:15 - 06:30,66527,70814
06:30 - 06:45,68775,73057
06:45 - 07:00,70882,75125
07:00 - 07:15,73681,78029
07:15 - 07:30,74842,79578
07:30 - 07:45,75960,80368
07:45 - 08:00,76860,81062
08:00 - 08:15,77962,81251
08:15 - 08:30,78456,81573
08:30 - 08:45,78458,81457
08:45 - 09:00,78730,81246
09:00 - 09:15,77761,80588
09:15 - 09:30,77864,81107
09:30 - 09:45,78620,81425
09:45 - 10:00,78667,81750
10:00 - 10:15,78568,82138
10:15 - 10:30,78700,82301
10:30 - 10:45,78252,82573
10:45 - 11:00,79366,82604
11:00 - 11:15,80094,83470
11:15 - 11:30,80183,83728
11:30 - 11:45,80321,84015
11:45 - 12:00,80227,84044
12:00 - 12:15,80040,83362
12:15 - 12:30,79550,83170
12:30 - 12:45,78797,83191
12:45 - 13:00,78685,83242
13:00 - 13:15,78871,83079
13:15 - 13:30,78689,82718
13:30 - 13:45,78322,82111
13:45 - 14:00,77427,81553
14:00 - 14:15,72424,81561
14:15 - 14:30,72100,81243
14:30 - 14:45,77014,80945
14:45 - 15:00,76559,80728
15:00 - 15:15,76752,80635
15:15 - 15:30,76570,80190
15:30 - 15:45,76791,79772
15:45 - 16:00,76244,79366
16:00 - 16:15,76545,79460
16:15 - 16:30,76358,79195
16:30 - 16:45,76502,79160
16:45 - 17:00,77084,79692
17:00 - 17:15,78193,81039
17:15 - 17:30,79167,82207
17:30 - 17:45,79821,83370
17:45 - 18:00,80449,83919
18:00 - 18:15,80181,83555
18:15 - 18:30,80097,83346
18:30 - 18:45,80516,83081
18:45 - 19:00,80454,82697
19:00 - 19:15,79465,82569
19:15 - 19:30,78270,81699
19:30 - 19:45,77468,80916
19:45 - 20:00,76501,80242
20:00 - 20:15,74830,78547
20:15 - 20:30,73706,77291
20:30 - 20:45,72575,76496
20:45 - 21:00,71493,75451
21:00 - 21:15,70493,73838
21:15 - 21:30,69922,73113
21:30 - 21:45,68906,72450
21:45 - 22:00,67674,71508
22:00 - 22:15,63397,71561
22:15 - 22:30,62765,70674
22:30 - 22:45,65884,69299
22:45 - 23:00,60357,68135
23:00 - 23:15,59291,66902
23:15 - 23:30,58017,65443
23:30 - 23:45,56937,64684
23:45 - 00:00,60114,63789
00:00 - 00:15,60284,63090
00:15 - 00:30,59603,62241
00:30 - 00:45,58914,61584
00:45 - 01:00,58167,60933
01:00 - 01:15,57688,59963
01:15 - 01:30,57045,59153
01:30 - 01:45,56748,58863
01:45 - 02:00,56252,58404
02:00 - 02:15,55919,58096
02:15 - 02:30,55548,57794
02:30 - 02:45,56103,57885
02:45 - 03:00,55967,58066
03:00 - 03:15,55964,57906
03:15 - 03:30,56107,57945
03:30 - 03:45,56319,58009
03:45 - 04:00,56690,58118
04:00 - 04:15,56975,58997
04:15 - 04:30,57563,59400
04:30 - 04:45,57520,59628
04:45 - 05:00,58573,60374
05:00 - 05:15,59389,62112
05:15 - 05:30,60303,62718
