Time,Day-ahead Total Load Forecast [6.1.B],Actual Total Load [6.1.A]
09:30 - 09:45,58990,60413
09:45 - 10:00,59477,61187
10:00 - 10:15,59949,62104
10:15 - 10:30,60586,62737
10:30 - 10:45,60882,63212
10:45 - 11:00,61216,63835
11:00 - 11:15,62017,64502
11:15 - 11:30,62905,65121
11:30 - 11:45,63272,65328
11:45 - 12:00,62703,65087
12:00 - 12:15,62207,64500
12:15 - 12:30,61813,63861
12:30 - 12:45,61637,63434
12:45 - 13:00,60962,62347
13:00 - 13:15,60197,61663
13:15 - 13:30,59181,60926
13:30 - 13:45,58796,60357
13:45 - 14:00,58076,59655
14:00 - 14:15,58198,59488
14:15 - 14:30,57998,58897
14:30 - 14:45,57708,58562
14:45 - 15:00,56938,58035
15:00 - 15:15,56172,57755
15:15 - 15:30,55893,57532
15:30 - 15:45,55900,57590
15:45 - 16:00,55919,57487
16:00 - 16:15,56010,57807
16:15 - 16:30,56297,58039
16:30 - 16:45,56335,58187
16:45 - 17:00,56548,58601
17:00 - 17:15,57508,60217
17:15 - 17:30,58685,61118
17:30 - 17:45,59859,62435
17:45 - 18:00,61223,64955
18:00 - 18:15,63010,67068
18:15 - 18:30,63784,67821
18:30 - 18:45,64423,68063
18:45 - 19:00,64352,67919
19:00 - 19:15,64223,67330
19:15 - 19:30,63942,67191
19:30 - 19:45,63751,66816
19:45 - 20:00,62798,66134
20:00 - 20:15,62029,65414
20:15 - 20:30,61053,64586
20:30 - 20:45,60146,63715
20:45 - 21:00,59413,63035
21:00 - 21:15,59349,62857
21:15 - 21:30,59063,62221
21:30 - 21:45,58846,62247
21:45 - 22:00,58741,62568
22:00 - 22:15,60182,63966
22:15 - 22:30,60287,63871
22:30 - 22:45,59484,62944
22:45 - 23:00,58586,62281
23:00 - 23:15,57746,61331
23:15 - 23:30,57003,60712
23:30 - 23:45,56380,59852
23:45 - 00:00,55862,58816
00:00 - 00:15,55429,58380
00:15 - 00:30,54549,57733
00:30 - 00:45,53917,57335
00:45 - 01:00,54544,56512
01:00 - 01:15,52900,56038
01:15 - 01:30,52389,55852
01:30 - 01:45,52164,55523
01:45 - 02:00,52982,55021
02:00 - 02:15,51654,55073
02:15 - 02:30,51303,54972
02:30 - 02:45,51475,54934
02:45 - 03:00,51361,54801
03:00 - 03:15,51413,55011
03:15 - 03:30,51475,55216
03:30 - 03:45,52013,55253
03:45 - 04:00,52329,55536
04:00 - 04:15,52518,55826
04:15 - 04:30,52934,56211
04:30 - 04:45,53539,56656
04:45 - 05:00,54276,57396
05:00 - 05:15,55764,58924
05:15 - 05:30,56548,59626
05:30 - 05:45,57926,60832
05:45 - 06:00,59612,62142
06:00 - 06:15,62715,64747
06:15 - 06:30,65146,67001
06:30 - 06:45,64794,69097
06:45 - 07:00,66501,70887
07:00 - 07:15,69176,73534
07:15 - 07:30,70088,74442
07:30 - 07:45,70722,75156
07:45 - 08:00,71665,75966
08:00 - 08:15,72992,77049
08:15 - 08:30,73475,77427
08:30 - 08:45,73442,78089
08:45 - 09:00,73875,78405
09:00 - 09:15,73976,78848
09:15 - 09:30,74480,79273
09:30 - 09:45,75057,79748
09:45 - 10:00,75490,80136
10:00 - 10:15,75387,80468
10:15 - 10:30,75496,80898
10:30 - 10:45,76422,80988
10:45 - 11:00,76596,81433
11:00 - 11:15,77273,81471
11:15 - 11:30,77178,81847
11:30 - 11:45,77367,81830
11:45 - 12:00,78445,81649
12:00 - 12:15,79002,80857
12:15 - 12:30,78885,80498
12:30 - 12:45,78954,80277
12:45 - 13:00,79222,80072
13:00 - 13:15,78963,79782
13:15 - 13:30,78640,79211
13:30 - 13:45,76509,78432
13:45 - 14:00,74433,77542
14:00 - 14:15,77498,77683
14:15 - 14:30,75236,77324
14:30 - 14:45,77262,76876
14:45 - 15:00,76249,76170
15:00 - 15:15,76313,76480
15:15 - 15:30,76053,76252
15:30 - 15:45,75326,75738
15:45 - 16:00,72383,75197
16:00 - 16:15,75128,75184
16:15 - 16:30,72262,75130
16:30 - 16:45,71674,75472
16:45 - 17:00,74363,75515
17:00 - 17:15,74770,75958
17:15 - 17:30,75102,76646
17:30 - 17:45,75888,78058
17:45 - 18:00,76689,79676
18:00 - 18:15,76486,81458
18:15 - 18:30,76457,81883
18:30 - 18:45,78961,82471
18:45 - 19:00,77036,82184
19:00 - 19:15,78670,81473
19:15 - 19:30,78179,80645
19:30 - 19:45,77651,80120
19:45 - 20:00,76647,79224
20:00 - 20:15,75005,77164
20:15 - 20:30,73815,75857
20:30 - 20:45,72584,74911
20:45 - 21:00,71181,73941
21:00 - 21:15,70164,73307
21:15 - 21:30,69660,72607
21:30 - 21:45,68748,71833
21:45 - 22:00,67695,71295
22:00 - 22:15,67987,72097
22:15 - 22:30,67351,71192
22:30 - 22:45,66073,70017
22:45 - 23:00,64581,69080
23:00 - 23:15,63124,67950
23:15 - 23:30,62103,66942
23:30 - 23:45,61248,65917
23:45 - 00:00,58253,64703
00:00 - 00:15,58289,63697
00:15 - 00:30,57413,63097
00:30 - 00:45,57439,62180
00:45 - 01:00,56262,61274
01:00 - 01:15,55675,60877
01:15 - 01:30,55522,60396
01:30 - 01:45,55374,60215
01:45 - 02:00,54977,59858
02:00 - 02:15,54575,59350
02:15 - 02:30,54231,59076
02:30 - 02:45,54366,59220
02:45 - 03:00,54187,59326
03:00 - 03:15,54625,59279
03:15 - 03:30,54670,59312
03:30 - 03:45,54820,59438
03:45 - 04:00,55026,59527
04:00 - 04:15,55557,59864
04:15 - 04:30,55744,60254
04:30 - 04:45,56199,60609
04:45 - 05:00,56763,61001
05:00 - 05:15,57577,62633
05:15 - 05:30,58489,63247
05:30 - 05:45,59654,63890
05:45 - 06:00,60980,65340
06:00 - 06:15,63879,68315
06:15 - 06:30,66445,69784
06:30 - 06:45,68371,72121
06:45 - 07:00,69893,74362
07:00 - 07:15,72550,77113
07:15 - 07:30,73640,78022
07:30 - 07:45,74131,78498
07:45 - 08:00,74913,79394
08:00 - 08:15,76040,80347
08:15 - 08:30,76364,80994
08:30 - 08:45,76683,81657
08:45 - 09:00,76960,81786
09:00 - 09:15,76520,81745
09:15 - 09:30,77303,82474
09:30 - 09:45,77342,82883
09:45 - 10:00,77641,82760
10:00 - 10:15,77934,83025
10:15 - 10:30,77887,83516
10:30 - 10:45,78337,83852
10:45 - 11:00,78754,84142
11:00 - 11:15,78808,84175
11:15 - 11:30,78701,84478
11:30 - 11:45,79411,84773
11:45 - 12:00,79279,84348
12:00 - 12:15,78423,84052
12:15 - 12:30,78056,83582
12:30 - 12:45,78332,83462
12:45 - 13:00,78325,83093
13:00 - 13:15,78384,83148
13:15 - 13:30,77908,82483
13:30 - 13:45,77348,81620
13:45 - 14:00,76298,81011
14:00 - 14:15,74782,81003
14:15 - 14:30,74297,80470
14:30 - 14:45,75725,80280
14:45 - 15:00,75386,79743
15:00 - 15:15,75338,79771
15:15 - 15:30,75288,79385
15:30 - 15:45,74718,78999
15:45 - 16:00,74364,78842
16:00 - 16:15,73869,78663
16:15 - 16:30,73845,78335
16:30 - 16:45,73386,78492
16:45 - 17:00,73537,78870
17:00 - 17:15,74166,79734
17:15 - 17:30,74626,80518
17:30 - 17:45,75856,81733
17:45 - 18:00,77260,82903
18:00 - 18:15,77537,83951
18:15 - 18:30,78026,84210
18:30 - 18:45,79135,84342
18:45 - 19:00,79039,84001
19:00 - 19:15,77867,83339
19:15 - 19:30,78736,82561
19:30 - 19:45,78149,81813
19:45 - 20:00,76863,80810
20:00 - 20:15,74869,79250
20:15 - 20:30,73675,77930
20:30 - 20:45,72418,76371
20:45 - 21:00,71057,75518
21:00 - 21:15,70002,74524
21:15 - 21:30,69441,73720
21:30 - 21:45,68482,72915
21:45 - 22:00,67373,72022
22:00 - 22:15,65235,72269
22:15 - 22:30,64632,71479
22:30 - 22:45,65673,70016
22:45 - 23:00,64239,68865
23:00 - 23:15,62977,67726
23:15 - 23:30,61998,66358
23:30 - 23:45,61001,65174
23:45 - 00:00,58266,64274
00:00 - 00:15,58629,63348
00:15 - 00:30,57826,62717
00:30 - 00:45,57176,61806
00:45 - 01:00,56488,60903
01:00 - 01:15,56965,60535
01:15 - 01:30,56179,59927
01:30 - 01:45,55029,59501
01:45 - 02:00,54680,59001
02:00 - 02:15,54237,58479
02:15 - 02:30,54867,58567
02:30 - 02:45,54823,58275
02:45 - 03:00,54014,58373
03:00 - 03:15,54775,58794
03:15 - 03:30,54670,58584
03:30 - 03:45,54251,58661
03:45 - 04:00,55178,58960
04:00 - 04:15,55594,59764
04:15 - 04:30,55902,59998
04:30 - 04:45,56365,60131
04:45 - 05:00,56937,61031
05:00 - 05:15,58347,62613
05:15 - 05:30,59037,63259
05:30 - 05:45,59819,64466
05:45 - 06:00,61216,65949
06:00 - 06:15,63876,68977
06:15 - 06:30,66254,71571
06:30 - 06:45,68643,73444
06:45 - 07:00,69799,75528
07:00 - 07:15,72072,78298
07:15 - 07:30,73161,79354
07:30 - 07:45,73587,80149
07:45 - 08:00,74439,81414
08:00 - 08:15,75314,82355
08:15 - 08:30,76405,82475
08:30 - 08:45,76248,83129
08:45 - 09:00,76498,83295
09:00 - 09:15,76171,83207
09:15 - 09:30,76619,83459
09:30 - 09:45,76957,83847
09:45 - 10:00,77187,84125
10:00 - 10:15,77183,84283
10:15 - 10:30,77962,84549
10:30 - 10:45,77993,84927
10:45 - 11:00,78223,85056
11:00 - 11:15,78579,84742
11:15 - 11:30,78858,85272
11:30 - 11:45,78851,85317
11:45 - 12:00,78766,85174
12:00 - 12:15,77948,84303
12:15 - 12:30,77666,83841
12:30 - 12:45,77467,83960
12:45 - 13:00,77358,83750
13:00 - 13:15,77592,83583
13:15 - 13:30,77121,83257
13:30 - 13:45,76840,82872
13:45 - 14:00,75890,82343
14:00 - 14:15,75798,82175
14:15 - 14:30,75484,82009
14:30 - 14:45,75306,81434
14:45 - 15:00,74901,81377
15:00 - 15:15,74886,81350
15:15 - 15:30,74460,80931
15:30 - 15:45,74004,80235
15:45 - 16:00,73698,79553
16:00 - 16:15,73492,79457
16:15 - 16:30,73395,79068
16:30 - 16:45,73184,78793
16:45 - 17:00,73242,78886
17:00 - 17:15,73997,79759
17:15 - 17:30,74707,80387
17:30 - 17:45,75396,81570
17:45 - 18:00,76250,82888
18:00 - 18:15,77113,84143
18:15 - 18:30,78194,84962
18:30 - 18:45,78421,85165
18:45 - 19:00,78472,84934
19:00 - 19:15,77754,84406
19:15 - 19:30,77571,83622
19:30 - 19:45,77274,83029
19:45 - 20:00,76151,82248
20:00 - 20:15,74729,79813
20:15 - 20:30,72801,78688
20:30 - 20:45,71996,77576
20:45 - 21:00,70668,76572
21:00 - 21:15,69249,75535
21:15 - 21:30,68929,74601
21:30 - 21:45,67879,73934
21:45 - 22:00,66997,72876
22:00 - 22:15,66966,73538
22:15 - 22:30,66200,72832
22:30 - 22:45,65027,71658
22:45 - 23:00,64251,70523
23:00 - 23:15,63118,69047
23:15 - 23:30,61974,67948
23:30 - 23:45,60915,66691
23:45 - 00:00,59989,65983
00:00 - 00:15,59526,64699
00:15 - 00:30,58613,64115
00:30 - 00:45,58010,63249
00:45 - 01:00,57406,62576
01:00 - 01:15,56963,62106
01:15 - 01:30,56428,61592
01:30 - 01:45,56145,61374
01:45 - 02:00,55763,61015
02:00 - 02:15,55421,60721
02:15 - 02:30,55217,60202
02:30 - 02:45,55125,60368
02:45 - 03:00,55113,60347
03:00 - 03:15,55202,60250
03:15 - 03:30,55176,60211
03:30 - 03:45,55212,60389
03:45 - 04:00,55361,60445
04:00 - 04:15,55934,60984
04:15 - 04:30,56234,61169
04:30 - 04:45,56291,61836
04:45 - 05:00,57049,62569
05:00 - 05:15,58128,64010
05:15 - 05:30,58566,64493
05:30 - 05:45,59693,65496
05:45 - 06:00,61104,66572
06:00 - 06:15,63898,69507
06:15 - 06:30,65021,72166
06:30 - 06:45,68530,74298
06:45 - 07:00,70458,76232
07:00 - 07:15,72868,78661
07:15 - 07:30,74125,79775
07:30 - 07:45,74654,80157
07:45 - 08:00,75593,80936
08:00 - 08:15,76583,81831
08:15 - 08:30,77106,82220
08:30 - 08:45,77712,82519
08:45 - 09:00,77203,82815
09:00 - 09:15,77103,82691
09:15 - 09:30,77348,83069
09:30 - 09:45,77752,83429
09:45 - 10:00,78041,83670
10:00 - 10:15,78284,83657
10:15 - 10:30,78465,83873
10:30 - 10:45,78796,83729
10:45 - 11:00,79032,83988
11:00 - 11:15,79146,84268
11:15 - 11:30,79315,84628
11:30 - 11:45,79449,84558
11:45 - 12:00,79220,84231
12:00 - 12:15,78587,82973
12:15 - 12:30,78178,82692
12:30 - 12:45,78131,82576
12:45 - 13:00,78137,82615
13:00 - 13:15,78120,82955
13:15 - 13:30,77682,82705
13:30 - 13:45,77138,82135
13:45 - 14:00,76235,81335
14:00 - 14:15,76333,81510
14:15 - 14:30,76111,81332
14:30 - 14:45,75911,80766
14:45 - 15:00,75484,80121
15:00 - 15:15,75456,79976
15:15 - 15:30,74926,79496
15:30 - 15:45,74418,79175
15:45 - 16:00,73893,78394
16:00 - 16:15,73909,77657
16:15 - 16:30,73626,77276
16:30 - 16:45,73300,77107
16:45 - 17:00,73288,77244
17:00 - 17:15,73934,78236
17:15 - 17:30,74522,78809
17:30 - 17:45,75254,79869
17:45 - 18:00,76872,81448
18:00 - 18:15,77586,83301
18:15 - 18:30,78388,84599
18:30 - 18:45,78642,84884
18:45 - 19:00,78813,84942
19:00 - 19:15,78475,84345
19:15 - 19:30,78068,83668
19:30 - 19:45,77390,82870
19:45 - 20:00,76572,82504
20:00 - 20:15,74604,80891
20:15 - 20:30,72816,79446
20:30 - 20:45,72315,78209
20:45 - 21:00,70988,77274
21:00 - 21:15,69600,76726
21:15 - 21:30,68943,75933
21:30 - 21:45,68016,75002
21:45 - 22:00,67428,74092
22:00 - 22:15,67519,74160
22:15 - 22:30,66825,73311
22:30 - 22:45,65500,72076
22:45 - 23:00,64308,70782
23:00 - 23:15,63279,69539
23:15 - 23:30,62462,68271
23:30 - 23:45,61549,67429
23:45 - 00:00,60618,66679
00:00 - 00:15,59910,65473
00:15 - 00:30,59905,64456
00:30 - 00:45,59023,63906
00:45 - 01:00,58190,63436
01:00 - 01:15,57609,62848
01:15 - 01:30,56941,62224
01:30 - 01:45,56415,61977
01:45 - 02:00,56458,61543
02:00 - 02:15,56036,61195
02:15 - 02:30,55725,60801
02:30 - 02:45,55995,60777
02:45 - 03:00,55920,60395
03:00 - 03:15,55736,60492
03:15 - 03:30,55667,60334
03:30 - 03:45,54652,60548
03:45 - 04:00,56141,60546
04:00 - 04:15,56700,61149
04:15 - 04:30,56874,61353
04:30 - 04:45,57263,61812
04:45 - 05:00,57992,62143
05:00 - 05:15,59180,63415
05:15 - 05:30,59747,64507
05:30 - 05:45,60938,65362
05:45 - 06:00,61936,66420
06:00 - 06:15,64579,68704
06:15 - 06:30,66859,71184
06:30 - 06:45,68860,73474
06:45 - 07:00,70980,75227
07:00 - 07:15,73521,77835
07:15 - 07:30,74658,79084
07:30 - 07:45,75198,79518
07:45 - 08:00,76094,79924
08:00 - 08:15,76928,80942
08:15 - 08:30,77439,81333
08:30 - 08:45,77496,81595
08:45 - 09:00,77754,81571
09:00 - 09:15,77428,81429
09:15 - 09:30,77696,81739
09:30 - 09:45,78069,82299
09:45 - 10:00,78399,82546
10:00 - 10:15,78490,82486
10:15 - 10:30,78531,82957
10:30 - 10:45,78942,83271
10:45 - 11:00,79222,83329
11:00 - 11:15,79559,83059
11:15 - 11:30,79789,83233
11:30 - 11:45,79923,83225
11:45 - 12:00,79636,82991
12:00 - 12:15,79060,82239
12:15 - 12:30,78778,81971
12:30 - 12:45,78410,81537
12:45 - 13:00,78345,81033
13:00 - 13:15,78014,80777
13:15 - 13:30,77099,80085
13:30 - 13:45,76683,79340
13:45 - 14:00,75595,78335
14:00 - 14:15,75523,77841
14:15 - 14:30,75232,77484
14:30 - 14:45,74921,76981
14:45 - 15:00,74091,76489
15:00 - 15:15,74218,76401
15:15 - 15:30,73753,76046
15:30 - 15:45,73512,75793
15:45 - 16:00,72984,75335
16:00 - 16:15,70946,75264
16:15 - 16:30,72797,75190
16:30 - 16:45,72790,75423
16:45 - 17:00,73024,75329
17:00 - 17:15,73718,76319
17:15 - 17:30,73951,77276
17:30 - 17:45,74125,78217
17:45 - 18:00,73466,79980
18:00 - 18:15,76325,81695
18:15 - 18:30,76835,81929
18:30 - 18:45,77227,82259
18:45 - 19:00,77263,82242
19:00 - 19:15,76643,81442
19:15 - 19:30,75936,80593
19:30 - 19:45,76153,79853
19:45 - 20:00,74509,79019
20:00 - 20:15,72870,76653
20:15 - 20:30,71726,75128
20:30 - 20:45,70987,73789
20:45 - 21:00,69964,72471
21:00 - 21:15,68342,71745
21:15 - 21:30,67805,71361
21:30 - 21:45,66892,70637
21:45 - 22:00,65818,69496
22:00 - 22:15,66511,70075
22:15 - 22:30,65976,69533
22:30 - 22:45,64735,68517
22:45 - 23:00,63792,67538
23:00 - 23:15,62522,66308
23:15 - 23:30,61609,65035
23:30 - 23:45,60828,64019
23:45 - 00:00,59876,62700
00:00 - 00:15,59809,61022
00:15 - 00:30,58720,59859
00:30 - 00:45,58211,59023
00:45 - 01:00,57547,58508
01:00 - 01:15,57061,58100
01:15 - 01:30,56325,57545
01:30 - 01:45,55958,57066
01:45 - 02:00,55453,56680
02:00 - 02:15,54989,56206
02:15 - 02:30,54696,55652
02:30 - 02:45,54795,55504
02:45 - 03:00,54507,55371
03:00 - 03:15,54474,55131
03:15 - 03:30,54102,54967
03:30 - 03:45,54278,54919
03:45 - 04:00,52951,54799
04:00 - 04:15,53046,54971
04:15 - 04:30,53192,54801
04:30 - 04:45,53218,54750
04:45 - 05:00,53203,54538
05:00 - 05:15,53425,55073
05:15 - 05:30,53453,55051
05:30 - 05:45,53424,55239
05:45 - 06:00,53507,55348
06:00 - 06:15,53712,55391
06:15 - 06:30,53827,55829
06:30 - 06:45,54425,56587
06:45 - 07:00,55084,57629
07:00 - 07:15,56131,58826
07:15 - 07:30,56866,59665
07:30 - 07:45,57272,60465
07:45 - 08:00,58590,61649
08:00 - 08:15,59500,62715
08:15 - 08:30,60173,64062
08:30 - 08:45,61722,64949
08:45 - 09:00,62319,65984
09:00 - 09:15,63335,67031
09:15 - 09:30,64226,67606
09:30 - 09:45,64434,68693
09:45 - 10:00,65079,68902
10:00 - 10:15,65402,69580
10:15 - 10:30,66135,70084
10:30 - 10:45,66593,70463
10:45 - 11:00,67136,70783
11:00 - 11:15,67178,70977
11:15 - 11:30,67608,71324
11:30 - 11:45,67467,71934
11:45 - 12:00,67213,71508
12:00 - 12:15,66700,70548
12:15 - 12:30,66163,70258
12:30 - 12:45,65683,69834
12:45 - 13:00,65092,69289
13:00 - 13:15,65859,68432
13:15 - 13:30,64994,67863
13:30 - 13:45,63770,67268
13:45 - 14:00,62911,66495
14:00 - 14:15,63753,65827
14:15 - 14:30,63368,65534
14:30 - 14:45,63060,65265
14:45 - 15:00,61564,64529
15:00 - 15:15,61287,64461
15:15 - 15:30,61029,64342
15:30 - 15:45,60813,63980
15:45 - 16:00,60828,63418
16:00 - 16:15,61107,63578
16:15 - 16:30,61514,63690
16:30 - 16:45,61490,63538
16:45 - 17:00,61824,63355
17:00 - 17:15,62402,64285
17:15 - 17:30,63040,65230
17:30 - 17:45,60515,66234
17:45 - 18:00,65005,67642
18:00 - 18:15,66580,68904
18:15 - 18:30,67083,69811
18:30 - 18:45,67477,70274
18:45 - 19:00,67189,69831
19:00 - 19:15,66768,69227
19:15 - 19:30,66196,68541
19:30 - 19:45,65715,68142
19:45 - 20:00,64877,67318
20:00 - 20:15,63504,65727
20:15 - 20:30,61714,64226
20:30 - 20:45,60755,63382
20:45 - 21:00,59837,62481
21:00 - 21:15,59274,61638
21:15 - 21:30,58727,61335
21:30 - 21:45,58226,60802
21:45 - 22:00,57740,60480
22:00 - 22:15,58938,61327
22:15 - 22:30,59269,61356
22:30 - 22:45,57941,61035
22:45 - 23:00,57171,60220
23:00 - 23:15,56277,59065
23:15 - 23:30,55445,58438
23:30 - 23:45,54702,57274
23:45 - 00:00,53943,56321
00:00 - 00:15,52391,55841
00:15 - 00:30,48431,54996
00:30 - 00:45,51120,54554
00:45 - 01:00,51682,53790
01:00 - 01:15,49848,53210
01:15 - 01:30,49313,52685
01:30 - 01:45,48855,52328
01:45 - 02:00,49777,51872
02:00 - 02:15,48376,51661
02:15 - 02:30,48093,51543
02:30 - 02:45,47967,51439
02:45 - 03:00,47875,51085
03:00 - 03:15,47743,50921
03:15 - 03:30,47671,50895
03:30 - 03:45,48288,50773
03:45 - 04:00,47860,50563
04:00 - 04:15,47991,50750
04:15 - 04:30,47939,50693
04:30 - 04:45,48266,50849
04:45 - 05:00,48359,50750
05:00 - 05:15,48580,51032
05:15 - 05:30,48540,50872
05:30 - 05:45,48486,50590
05:45 - 06:00,48339,50072
06:00 - 06:15,47830,49585
06:15 - 06:30,48050,49614
06:30 - 06:45,48942,49986
06:45 - 07:00,48797,50583
07:00 - 07:15,50122,51267
07:15 - 07:30,50204,51700
07:30 - 07:45,50573,52155
07:45 - 08:00,51216,52949
08:00 - 08:15,52402,54473
08:15 - 08:30,53579,55320
08:30 - 08:45,54154,56301
08:45 - 09:00,54890,56981
09:00 - 09:15,56101,58025
09:15 - 09:30,56929,59212
09:30 - 09:45,57718,59929
09:45 - 10:00,58443,60663
10:00 - 10:15,59302,61400
10:15 - 10:30,59944,61922
10:30 - 10:45,60113,62373
10:45 - 11:00,60514,63193
11:00 - 11:15,61271,64245
11:15 - 11:30,62166,65115
11:30 - 11:45,62856,65535
11:45 - 12:00,61955,65103
12:00 - 12:15,61672,64789
12:15 - 12:30,61166,64426
12:30 - 12:45,60962,63913
12:45 - 13:00,60071,63388
13:00 - 13:15,60279,62774
13:15 - 13:30,59398,61895
13:30 - 13:45,58613,61718
13:45 - 14:00,57982,60811
14:00 - 14:15,57823,60196
14:15 - 14:30,57343,59869
14:30 - 14:45,57167,59461
14:45 - 15:00,56617,58958
15:00 - 15:15,56421,58877
15:15 - 15:30,55953,58740
15:30 - 15:45,56027,58641
15:45 - 16:00,55898,58561
16:00 - 16:15,55494,58440
16:15 - 16:30,55702,58636
16:30 - 16:45,55953,58874
16:45 - 17:00,56340,59413
17:00 - 17:15,57373,60751
17:15 - 17:30,58385,61572
17:30 - 17:45,59133,62677
17:45 - 18:00,60964,64232
18:00 - 18:15,62682,67087
18:15 - 18:30,63444,68421
18:30 - 18:45,63215,68821
18:45 - 19:00,64106,68720
19:00 - 19:15,63958,68854
19:15 - 19:30,63496,68127
19:30 - 19:45,63368,67881
19:45 - 20:00,62520,67217
20:00 - 20:15,61919,66637
20:15 - 20:30,60867,65620
20:30 - 20:45,59889,64559
20:45 - 21:00,59180,63614
21:00 - 21:15,58820,63401
21:15 - 21:30,58559,63261
21:30 - 21:45,58244,63094
21:45 - 22:00,58279,63464
22:00 - 22:15,59058,64680
22:15 - 22:30,59292,64375
22:30 - 22:45,58480,63550
22:45 - 23:00,57596,62608
23:00 - 23:15,56913,61735
23:15 - 23:30,56005,60908
23:30 - 23:45,55151,60154
23:45 - 00:00,54444,59272
00:00 - 00:15,54886,58735
00:15 - 00:30,54002,58233
00:30 - 00:45,53433,57671
00:45 - 01:00,52884,56839
01:00 - 01:15,52289,56730
01:15 - 01:30,51819,56061
01:30 - 01:45,51575,56076
01:45 - 02:00,51259,55625
02:00 - 02:15,51164,55601
02:15 - 02:30,50919,55421
02:30 - 02:45,50922,55489
02:45 - 03:00,50902,55498
03:00 - 03:15,50969,55779
03:15 - 03:30,51028,55729
03:30 - 03:45,51149,55733
03:45 - 04:00,51452,55991
04:00 - 04:15,52064,56719
04:15 - 04:30,52361,57241
04:30 - 04:45,52986,58081
04:45 - 05:00,53642,58900
05:00 - 05:15,55288,60368
05:15 - 05:30,55955,61164
05:30 - 05:45,57234,62845
05:45 - 06:00,58828,64778
06:00 - 06:15,61543,67598
06:15 - 06:30,63945,69640
06:30 - 06:45,65990,72243
06:45 - 07:00,67693,74124
07:00 - 07:15,70185,76476
07:15 - 07:30,71219,77964
07:30 - 07:45,71886,78713
07:45 - 08:00,72837,79403
08:00 - 08:15,74257,80739
08:15 - 08:30,74640,81376
08:30 - 08:45,72904,81867
08:45 - 09:00,75549,82207
09:00 - 09:15,73739,82092
09:15 - 09:30,74342,83669
09:30 - 09:45,74947,84138
09:45 - 10:00,75809,84288
10:00 - 10:15,75945,84678
10:15 - 10:30,76220,84666
10:30 - 10:45,76736,85020
10:45 - 11:00,76791,85055
11:00 - 11:15,77254,85396
11:15 - 11:30,77807,85591
11:30 - 11:45,78022,85760
11:45 - 12:00,77513,85568
12:00 - 12:15,76941,84883
12:15 - 12:30,76741,84678
12:30 - 12:45,76430,84861
12:45 - 13:00,76218,84729
13:00 - 13:15,76291,84615
13:15 - 13:30,75940,84118
13:30 - 13:45,75417,84003
13:45 - 14:00,74907,83197
14:00 - 14:15,74576,82701
14:15 - 14:30,74147,82303
14:30 - 14:45,75516,82062
14:45 - 15:00,74833,81632
15:00 - 15:15,74970,81043
15:15 - 15:30,74760,80649
15:30 - 15:45,74121,80481
15:45 - 16:00,71646,79924
16:00 - 16:15,73291,79892
16:15 - 16:30,73390,79661
16:30 - 16:45,72739,79496
16:45 - 17:00,72688,79089
17:00 - 17:15,73091,79807
17:15 - 17:30,73360,80447
17:30 - 17:45,74180,81310
17:45 - 18:00,74994,82342
18:00 - 18:15,76502,83650
18:15 - 18:30,77117,84506
18:30 - 18:45,77757,84942
18:45 - 19:00,77952,84660
19:00 - 19:15,77641,84167
19:15 - 19:30,76844,83115
19:30 - 19:45,76343,82449
19:45 - 20:00,75450,81826
20:00 - 20:15,73868,80065
20:15 - 20:30,72725,78507
20:30 - 20:45,71366,77175
20:45 - 21:00,70122,75936
21:00 - 21:15,69287,74864
21:15 - 21:30,68572,74070
21:30 - 21:45,67584,73073
21:45 - 22:00,66520,72075
22:00 - 22:15,66784,72651
22:15 - 22:30,66139,71785
22:30 - 22:45,64936,70488
22:45 - 23:00,63666,69045
23:00 - 23:15,60826,67920
23:15 - 23:30,59522,66399
23:30 - 23:45,60297,65538
23:45 - 00:00,57491,64404
00:00 - 00:15,57744,63417
00:15 - 00:30,57143,62529
00:30 - 00:45,57393,61928
00:45 - 01:00,55967,61124
01:00 - 01:15,55366,60544
01:15 - 01:30,55755,60159
01:30 - 01:45,55590,60091
01:45 - 02:00,55252,59354
02:00 - 02:15,54889,59230
02:15 - 02:30,54521,59089
02:30 - 02:45,54644,59162
02:45 - 03:00,54677,59000
03:00 - 03:15,54488,59136
03:15 - 03:30,53640,59173
03:30 - 03:45,54904,59401
03:45 - 04:00,54971,59535
04:00 - 04:15,56127,59978
04:15 - 04:30,56096,60592
04:30 - 04:45,56400,61021
04:45 - 05:00,57416,61786
05:00 - 05:15,58842,62956
05:15 - 05:30,59176,63731
05:30 - 05:45,60276,64816
05:45 - 06:00,62154,66834
06:00 - 06:15,65250,69898
06:15 - 06:30,67887,72561
06:30 - 06:45,69729,74728
06:45 - 07:00,71096,76979
07:00 - 07:15,73628,78629
07:15 - 07:30,68616,79495
07:30 - 07:45,73595,79901
07:45 - 08:00,74610,80562
08:00 - 08:15,76062,81542
08:15 - 08:30,76800,82279
08:30 - 08:45,77089,82597
08:45 - 09:00,77412,82715
09:00 - 09:15,77322,82333
09:15 - 09:30,77671,82450
09:30 - 09:45,78037,82742
09:45 - 10:00,78441,83016
10:00 - 10:15,78630,83193
10:15 - 10:30,78936,83549
10:30 - 10:45,79330,83864
10:45 - 11:00,79544,84238
11:00 - 11:15,79592,84603
11:15 - 11:30,79831,84981
